국가,연도,의약품,의약품소비량,의약품판매량
덴마크,2009,항 부정맥제,1.5,3804.0
덴마크,2009,이뇨제,110.2,3804.0
덴마크,2009,향균제,16.7,3804.0
덴마크,2009,진통제,96.7,3804.0
덴마크,2009,수면제 및 진정제,22.3,3804.0
덴마크,2009,항우울제,78.3,3804.0
덴마크,2010,소화관 및 신진대사,154.3,3702.2
덴마크,2010,제산제,7.0,3702.2
덴마크,2010,소화성궤양 및 위장용 약물,51.7,3702.2
덴마크,2010,당뇨 약물,47.6,3702.2
덴마크,2010,심장 배당체,4.7,3702.2
덴마크,2010,항 부정맥제,1.5,3702.2
덴마크,2010,이뇨제,108.5,3702.2
덴마크,2010,향균제,17.5,3702.2
덴마크,2010,진통제,97.1,3702.2
덴마크,2010,수면제 및 진정제,20.8,3702.2
덴마크,2010,항우울제,84.0,3702.2
덴마크,2011,소화관 및 신진대사,157.9,3761.9
덴마크,2011,제산제,7.1,3761.9
덴마크,2011,소화성궤양 및 위장용 약물,55.1,3761.9
덴마크,2011,당뇨 약물,49.4,3761.9
덴마크,2011,심장 배당체,4.5,3761.9
덴마크,2011,항 부정맥제,1.6,3761.9
덴마크,2011,이뇨제,102.6,3761.9
덴마크,2011,향균제,18.3,3761.9
덴마크,2011,진통제,97.8,3761.9
덴마크,2011,수면제 및 진정제,20.9,3761.9
덴마크,2011,항우울제,85.2,3761.9
덴마크,2012,소화관 및 신진대사,163.3,3463.6
덴마크,2012,제산제,7.3,3463.6
덴마크,2012,소화성궤양 및 위장용 약물,58.3,3463.6
덴마크,2012,당뇨 약물,51.1,3463.6
덴마크,2012,심장 배당체,4.3,3463.6
덴마크,2012,항 부정맥제,1.6,3463.6
덴마크,2012,이뇨제,98.6,3463.6
덴마크,2012,향균제,17.4,3463.6
덴마크,2012,진통제,97.7,3463.6
덴마크,2012,수면제 및 진정제,20.7,3463.6
덴마크,2012,항우울제,83.2,3463.6
덴마크,2013,소화관 및 신진대사,165.4,3561.9
덴마크,2013,제산제,7.3,3561.9
덴마크,2013,소화성궤양 및 위장용 약물,60.8,3561.9
덴마크,2013,당뇨 약물,51.8,3561.9
덴마크,2013,심장 배당체,4.1,3561.9
덴마크,2013,항 부정맥제,1.6,3561.9
덴마크,2013,이뇨제,97.0,3561.9
덴마크,2013,향균제,17.5,3561.9
덴마크,2013,진통제,95.9,3561.9
덴마크,2013,수면제 및 진정제,19.9,3561.9
덴마크,2013,항우울제,80.0,3561.9
덴마크,2014,소화관 및 신진대사,169.5,3736.9
덴마크,2014,제산제,7.4,3736.9
덴마크,2014,소화성궤양 및 위장용 약물,63.4,3736.9
덴마크,2014,당뇨 약물,52.5,3736.9
덴마크,2014,심장 배당체,3.9,3736.9
덴마크,2014,항 부정맥제,1.6,3736.9
덴마크,2014,이뇨제,94.0,3736.9
덴마크,2014,향균제,17.1,3736.9
덴마크,2014,진통제,90.0,3736.9
덴마크,2014,수면제 및 진정제,20.0,3736.9
덴마크,2014,항우울제,76.7,3736.9
덴마크,2015,소화관 및 신진대사,174.2,3186.7
덴마크,2015,제산제,7.7,3186.7
덴마크,2015,소화성궤양 및 위장용 약물,66.5,3186.7
덴마크,2015,당뇨 약물,53.8,3186.7
덴마크,2015,심장 배당체,3.7,3186.7
덴마크,2015,항 부정맥제,1.5,3186.7
덴마크,2015,이뇨제,90.1,3186.7
덴마크,2015,향균제,17.5,3186.7
덴마크,2015,진통제,94.8,3186.7
덴마크,2015,수면제 및 진정제,20.0,3186.7
덴마크,2015,항우울제,77.0,3186.7
덴마크,2016,소화관 및 신진대사,178.0,3211.2
덴마크,2016,제산제,8.0,3211.2
덴마크,2016,소화성궤양 및 위장용 약물,68.2,3211.2
덴마크,2016,당뇨 약물,55.5,3211.2
덴마크,2016,심장 배당체,3.6,3211.2
덴마크,2016,항 부정맥제,1.5,3211.2
덴마크,2016,이뇨제,87.2,3211.2
덴마크,2016,향균제,17.0,3211.2
덴마크,2016,진통제,96.2,3211.2
덴마크,2016,수면제 및 진정제,19.7,3211.2
덴마크,2016,항우울제,76.4,3211.2
덴마크,2017,소화관 및 신진대사,180.2,3393.6
덴마크,2017,제산제,8.3,3393.6
덴마크,2017,소화성궤양 및 위장용 약물,68.7,3393.6
덴마크,2017,당뇨 약물,56.5,3393.6
덴마크,2017,심장 배당체,3.4,3393.6
덴마크,2017,항 부정맥제,1.5,3393.6
덴마크,2017,이뇨제,83.2,3393.6
덴마크,2017,향균제,16.2,3393.6
덴마크,2017,진통제,96.1,3393.6
덴마크,2017,수면제 및 진정제,19.0,3393.6
덴마크,2017,항우울제,75.7,3393.6
덴마크,2018,소화관 및 신진대사,181.9,3678.7
덴마크,2018,제산제,8.6,3678.7
덴마크,2018,향균제,15.6,3678.7
덴마크,2019,소화관 및 신진대사,183.6,3503.8
덴마크,2019,제산제,7.8,3503.8
덴마크,2019,향균제,15.3,3503.8
에스토니아,1999,소화관 및 신진대사,165.9,60.7
에스토니아,1999,제산제,0.9,60.7
에스토니아,1999,소화성궤양 및 위장용 약물,8.0,60.7
에스토니아,1999,당뇨 약물,14.2,60.7
에스토니아,1999,심장 배당체,16.2,60.7
에스토니아,1999,항 부정맥제,1.8,60.7
에스토니아,1999,이뇨제,15.1,60.7
에스토니아,1999,진통제,14.7,60.7
에스토니아,1999,수면제 및 진정제,25.2,60.7
에스토니아,1999,항우울제,5.2,60.7
에스토니아,2000,소화관 및 신진대사,168.1,66.4
에스토니아,2000,제산제,1.0,66.4
에스토니아,2000,소화성궤양 및 위장용 약물,10.2,66.4
에스토니아,2000,당뇨 약물,15.7,66.4
에스토니아,2000,심장 배당체,15.5,66.4
에스토니아,2000,항 부정맥제,1.6,66.4
에스토니아,2000,이뇨제,16.7,66.4
에스토니아,2000,진통제,14.1,66.4
에스토니아,2000,수면제 및 진정제,26.4,66.4
에스토니아,2000,항우울제,6.4,66.4
에스토니아,2001,소화관 및 신진대사,146.6,74.3
에스토니아,2001,제산제,1.0,74.3
에스토니아,2001,소화성궤양 및 위장용 약물,11.4,74.3
에스토니아,2001,당뇨 약물,17.0,74.3
에스토니아,2001,심장 배당체,14.6,74.3
에스토니아,2001,항 부정맥제,2.0,74.3
에스토니아,2001,이뇨제,16.2,74.3
에스토니아,2001,향균제,14.4,74.3
에스토니아,2001,진통제,10.9,74.3
에스토니아,2001,수면제 및 진정제,16.9,74.3
에스토니아,2001,항우울제,7.8,74.3
에스토니아,2002,소화관 및 신진대사,140.0,88.7
에스토니아,2002,제산제,1.0,88.7
에스토니아,2002,소화성궤양 및 위장용 약물,11.6,88.7
에스토니아,2002,당뇨 약물,18.8,88.7
에스토니아,2002,심장 배당체,14.1,88.7
에스토니아,2002,항 부정맥제,2.4,88.7
에스토니아,2002,이뇨제,17.5,88.7
에스토니아,2002,향균제,12.4,88.7
에스토니아,2002,진통제,10.7,88.7
에스토니아,2002,수면제 및 진정제,13.1,88.7
에스토니아,2002,항우울제,9.0,88.7
에스토니아,2003,소화관 및 신진대사,132.9,115.2
에스토니아,2003,제산제,1.0,115.2
에스토니아,2003,소화성궤양 및 위장용 약물,12.2,115.2
에스토니아,2003,당뇨 약물,19.2,115.2
에스토니아,2003,심장 배당체,12.6,115.2
에스토니아,2003,항 부정맥제,2.7,115.2
에스토니아,2003,이뇨제,18.2,115.2
에스토니아,2003,향균제,12.0,115.2
에스토니아,2003,진통제,10.8,115.2
에스토니아,2003,수면제 및 진정제,11.4,115.2
에스토니아,2003,항우울제,10.3,115.2
에스토니아,2004,소화관 및 신진대사,146.4,152.4
에스토니아,2004,제산제,0.9,152.4
에스토니아,2004,소화성궤양 및 위장용 약물,13.5,152.4
에스토니아,2004,당뇨 약물,22.5,152.4
에스토니아,2004,심장 배당체,12.4,152.4
에스토니아,2004,항 부정맥제,3.4,152.4
에스토니아,2004,이뇨제,20.7,152.4
에스토니아,2004,향균제,11.4,152.4
에스토니아,2004,진통제,11.3,152.4
에스토니아,2004,수면제 및 진정제,12.4,152.4
에스토니아,2004,항우울제,11.9,152.4
에스토니아,2005,소화관 및 신진대사,139.9,160.0
에스토니아,2005,제산제,1.0,160.0
에스토니아,2005,소화성궤양 및 위장용 약물,15.0,160.0
에스토니아,2005,당뇨 약물,21.1,160.0
에스토니아,2005,심장 배당체,10.9,160.0
에스토니아,2005,항 부정맥제,3.9,160.0
에스토니아,2005,이뇨제,20.9,160.0
에스토니아,2005,향균제,12.8,160.0
에스토니아,2005,진통제,11.9,160.0
에스토니아,2005,수면제 및 진정제,12.1,160.0
에스토니아,2005,항우울제,12.4,160.0
에스토니아,2006,소화관 및 신진대사,150.0,181.4
에스토니아,2006,제산제,1.2,181.4
에스토니아,2006,소화성궤양 및 위장용 약물,17.0,181.4
에스토니아,2006,당뇨 약물,29.7,181.4
에스토니아,2006,심장 배당체,10.2,181.4
에스토니아,2006,항 부정맥제,3.6,181.4
에스토니아,2006,이뇨제,21.6,181.4
에스토니아,2006,향균제,11.7,181.4
에스토니아,2006,진통제,12.6,181.4
에스토니아,2006,수면제 및 진정제,12.9,181.4
에스토니아,2006,항우울제,13.7,181.4
에스토니아,2007,소화관 및 신진대사,129.7,233.1
에스토니아,2007,제산제,1.2,233.1
에스토니아,2007,소화성궤양 및 위장용 약물,19.3,233.1
에스토니아,2007,당뇨 약물,34.0,233.1
에스토니아,2007,심장 배당체,8.6,233.1
에스토니아,2007,항 부정맥제,4.2,233.1
에스토니아,2007,이뇨제,21.9,233.1
에스토니아,2007,향균제,12.3,233.1
에스토니아,2007,진통제,13.8,233.1
에스토니아,2007,수면제 및 진정제,14.3,233.1
에스토니아,2007,항우울제,14.2,233.1
에스토니아,2008,소화관 및 신진대사,130.2,280.5
에스토니아,2008,제산제,1.1,280.5
에스토니아,2008,소화성궤양 및 위장용 약물,22.4,280.5
에스토니아,2008,당뇨 약물,40.2,280.5
에스토니아,2008,심장 배당체,8.1,280.5
에스토니아,2008,항 부정맥제,4.7,280.5
에스토니아,2008,이뇨제,23.2,280.5
에스토니아,2008,향균제,12.2,280.5
에스토니아,2008,진통제,13.6,280.5
에스토니아,2008,수면제 및 진정제,14.9,280.5
에스토니아,2008,항우울제,14.7,280.5
에스토니아,2009,소화관 및 신진대사,115.9,262.9
에스토니아,2009,제산제,1.0,262.9
에스토니아,2009,소화성궤양 및 위장용 약물,22.0,262.9
에스토니아,2009,당뇨 약물,41.3,262.9
에스토니아,2009,심장 배당체,6.5,262.9
에스토니아,2009,항 부정맥제,4.6,262.9
에스토니아,2009,이뇨제,21.0,262.9
에스토니아,2009,향균제,11.2,262.9
에스토니아,2009,진통제,13.8,262.9
에스토니아,2009,수면제 및 진정제,14.5,262.9
에스토니아,2009,항우울제,14.5,262.9
에스토니아,2010,소화관 및 신진대사,115.2,257.2
에스토니아,2010,제산제,0.9,257.2
에스토니아,2010,소화성궤양 및 위장용 약물,23.8,257.2
에스토니아,2010,당뇨 약물,45.5,257.2
에스토니아,2010,심장 배당체,6.1,257.2
에스토니아,2010,항 부정맥제,5.0,257.2
에스토니아,2010,이뇨제,21.7,257.2
에스토니아,2010,향균제,11.4,257.2
에스토니아,2010,진통제,12.6,257.2
에스토니아,2010,수면제 및 진정제,14.8,257.2
에스토니아,2010,항우울제,15.9,257.2
에스토니아,2011,소화관 및 신진대사,122.7,284.5
에스토니아,2011,제산제,0.9,284.5
에스토니아,2011,소화성궤양 및 위장용 약물,26.5,284.5
에스토니아,2011,당뇨 약물,47.5,284.5
에스토니아,2011,심장 배당체,5.4,284.5
에스토니아,2011,항 부정맥제,5.3,284.5
에스토니아,2011,이뇨제,21.2,284.5
에스토니아,2011,향균제,12.4,284.5
에스토니아,2011,진통제,13.4,284.5
에스토니아,2011,수면제 및 진정제,16.1,284.5
에스토니아,2011,항우울제,17.9,284.5
에스토니아,2012,소화관 및 신진대사,135.7,284.9
에스토니아,2012,제산제,1.0,284.9
에스토니아,2012,소화성궤양 및 위장용 약물,30.8,284.9
에스토니아,2012,당뇨 약물,53.1,284.9
에스토니아,2012,심장 배당체,5.2,284.9
에스토니아,2012,항 부정맥제,6.0,284.9
에스토니아,2012,이뇨제,22.8,284.9
에스토니아,2012,향균제,12.2,284.9
에스토니아,2012,진통제,14.3,284.9
에스토니아,2012,수면제 및 진정제,17.5,284.9
에스토니아,2012,항우울제,20.1,284.9
에스토니아,2013,소화관 및 신진대사,143.0,306.8
에스토니아,2013,제산제,0.9,306.8
에스토니아,2013,소화성궤양 및 위장용 약물,33.8,306.8
에스토니아,2013,당뇨 약물,54.6,306.8
에스토니아,2013,심장 배당체,4.8,306.8
에스토니아,2013,항 부정맥제,6.4,306.8
에스토니아,2013,이뇨제,23.4,306.8
에스토니아,2013,향균제,12.0,306.8
에스토니아,2013,진통제,15.3,306.8
에스토니아,2013,수면제 및 진정제,18.5,306.8
에스토니아,2013,항우울제,21.4,306.8
에스토니아,2014,소화관 및 신진대사,151.6,331.4
에스토니아,2014,제산제,1.0,331.4
에스토니아,2014,소화성궤양 및 위장용 약물,38.8,331.4
에스토니아,2014,당뇨 약물,57.3,331.4
에스토니아,2014,심장 배당체,4.5,331.4
에스토니아,2014,항 부정맥제,6.9,331.4
에스토니아,2014,이뇨제,24.3,331.4
에스토니아,2014,향균제,11.9,331.4
에스토니아,2014,진통제,16.1,331.4
에스토니아,2014,수면제 및 진정제,19.6,331.4
에스토니아,2014,항우울제,23.3,331.4
에스토니아,2015,소화관 및 신진대사,160.5,294.2
에스토니아,2015,제산제,1.0,294.2
에스토니아,2015,소화성궤양 및 위장용 약물,42.4,294.2
에스토니아,2015,당뇨 약물,59.4,294.2
에스토니아,2015,심장 배당체,4.2,294.2
에스토니아,2015,항 부정맥제,7.2,294.2
에스토니아,2015,이뇨제,25.0,294.2
에스토니아,2015,향균제,12.1,294.2
에스토니아,2015,진통제,17.3,294.2
에스토니아,2015,수면제 및 진정제,20.6,294.2
에스토니아,2015,항우울제,24.8,294.2
에스토니아,2016,소화관 및 신진대사,166.0,320.9
에스토니아,2016,제산제,1.0,320.9
에스토니아,2016,소화성궤양 및 위장용 약물,46.0,320.9
에스토니아,2016,당뇨 약물,61.1,320.9
에스토니아,2016,심장 배당체,3.7,320.9
에스토니아,2016,항 부정맥제,6.9,320.9
에스토니아,2016,이뇨제,24.8,320.9
에스토니아,2016,향균제,12.0,320.9
에스토니아,2016,진통제,18.9,320.9
에스토니아,2016,수면제 및 진정제,20.7,320.9
에스토니아,2016,항우울제,27.2,320.9
에스토니아,2017,소화관 및 신진대사,169.3,340.0
에스토니아,2017,제산제,1.0,340.0
에스토니아,2017,소화성궤양 및 위장용 약물,47.6,340.0
에스토니아,2017,당뇨 약물,62.2,340.0
에스토니아,2017,심장 배당체,3.3,340.0
에스토니아,2017,항 부정맥제,6.4,340.0
에스토니아,2017,이뇨제,24.7,340.0
에스토니아,2017,향균제,11.6,340.0
에스토니아,2017,진통제,20.7,340.0
에스토니아,2017,수면제 및 진정제,21.0,340.0
에스토니아,2017,항우울제,28.8,340.0
에스토니아,2018,소화관 및 신진대사,173.9,384.3
에스토니아,2018,제산제,1.1,384.3
에스토니아,2018,소화성궤양 및 위장용 약물,51.3,384.3
에스토니아,2018,당뇨 약물,64.9,384.3
에스토니아,2018,심장 배당체,3.1,384.3
에스토니아,2018,항 부정맥제,6.3,384.3
에스토니아,2018,이뇨제,26.3,384.3
에스토니아,2018,향균제,11.8,384.3
에스토니아,2018,진통제,22.1,384.3
에스토니아,2018,수면제 및 진정제,20.9,384.3
에스토니아,2018,항우울제,31.9,384.3
에스토니아,2019,소화관 및 신진대사,176.6,385.5
에스토니아,2019,제산제,1.2,385.5
에스토니아,2019,소화성궤양 및 위장용 약물,55.0,385.5
에스토니아,2019,당뇨 약물,65.0,385.5
에스토니아,2019,심장 배당체,2.5,385.5
에스토니아,2019,항 부정맥제,5.7,385.5
에스토니아,2019,이뇨제,26.1,385.5
에스토니아,2019,향균제,11.8,385.5
에스토니아,2019,진통제,23.5,385.5
에스토니아,2019,수면제 및 진정제,21.0,385.5
에스토니아,2019,항우울제,34.8,385.5
에스토니아,2020,소화관 및 신진대사,184.7,409.6
에스토니아,2020,제산제,1.3,409.6
에스토니아,2020,소화성궤양 및 위장용 약물,59.9,409.6
에스토니아,2020,당뇨 약물,67.0,409.6
에스토니아,2020,심장 배당체,2.0,409.6
에스토니아,2020,항 부정맥제,5.3,409.6
에스토니아,2020,이뇨제,27.4,409.6
에스토니아,2020,진통제,26.8,409.6
에스토니아,2020,수면제 및 진정제,22.2,409.6
에스토니아,2020,항우울제,37.1,409.6
핀란드,1998,소화관 및 신진대사,319.7,1029.7
핀란드,1998,제산제,2.6,1029.7
핀란드,1998,소화성궤양 및 위장용 약물,12.4,1029.7
핀란드,1998,당뇨 약물,36.8,1029.7
핀란드,1998,심장 배당체,11.6,1029.7
핀란드,1998,항 부정맥제,1.6,1029.7
핀란드,1998,이뇨제,59.9,1029.7
핀란드,1998,향균제,21.2,1029.7
핀란드,1998,진통제,23.5,1029.7
핀란드,1998,수면제 및 진정제,73.7,1029.7
핀란드,1998,항우울제,27.4,1029.7
핀란드,1999,소화관 및 신진대사,319.7,1092.0
핀란드,1999,제산제,2.8,1092.0
핀란드,1999,소화성궤양 및 위장용 약물,13.9,1092.0
핀란드,1999,당뇨 약물,41.1,1092.0
핀란드,1999,심장 배당체,10.9,1092.0
핀란드,1999,항 부정맥제,1.7,1092.0
핀란드,1999,이뇨제,61.1,1092.0
핀란드,1999,향균제,21.2,1092.0
핀란드,1999,진통제,23.3,1092.0
핀란드,1999,수면제 및 진정제,47.3,1092.0
핀란드,1999,항우울제,31.4,1092.0
핀란드,2000,소화관 및 신진대사,316.6,1030.4
핀란드,2000,제산제,2.8,1030.4
핀란드,2000,소화성궤양 및 위장용 약물,17.0,1030.4
핀란드,2000,당뇨 약물,42.6,1030.4
핀란드,2000,심장 배당체,9.7,1030.4
핀란드,2000,항 부정맥제,1.7,1030.4
핀란드,2000,이뇨제,60.5,1030.4
핀란드,2000,향균제,21.9,1030.4
핀란드,2000,진통제,24.4,1030.4
핀란드,2000,수면제 및 진정제,49.0,1030.4
핀란드,2000,항우울제,35.5,1030.4
핀란드,2001,소화관 및 신진대사,320.8,1126.2
핀란드,2001,제산제,2.8,1126.2
핀란드,2001,소화성궤양 및 위장용 약물,20.9,1126.2
핀란드,2001,당뇨 약물,48.3,1126.2
핀란드,2001,심장 배당체,8.8,1126.2
핀란드,2001,항 부정맥제,1.8,1126.2
핀란드,2001,이뇨제,61.9,1126.2
핀란드,2001,향균제,22.5,1126.2
핀란드,2001,진통제,27.1,1126.2
핀란드,2001,수면제 및 진정제,51.6,1126.2
핀란드,2001,항우울제,39.4,1126.2
핀란드,2002,소화관 및 신진대사,317.7,1305.7
핀란드,2002,제산제,2.6,1305.7
핀란드,2002,소화성궤양 및 위장용 약물,24.4,1305.7
핀란드,2002,당뇨 약물,52.5,1305.7
핀란드,2002,심장 배당체,7.9,1305.7
핀란드,2002,항 부정맥제,1.8,1305.7
핀란드,2002,이뇨제,61.5,1305.7
핀란드,2002,향균제,20.7,1305.7
핀란드,2002,진통제,28.9,1305.7
핀란드,2002,수면제 및 진정제,53.4,1305.7
핀란드,2002,항우울제,43.1,1305.7
핀란드,2003,소화관 및 신진대사,322.8,1666.7
핀란드,2003,제산제,2.6,1666.7
핀란드,2003,소화성궤양 및 위장용 약물,28.3,1666.7
핀란드,2003,당뇨 약물,58.0,1666.7
핀란드,2003,심장 배당체,7.2,1666.7
핀란드,2003,항 부정맥제,1.8,1666.7
핀란드,2003,이뇨제,61.6,1666.7
핀란드,2003,향균제,21.1,1666.7
핀란드,2003,진통제,31.2,1666.7
핀란드,2003,수면제 및 진정제,55.9,1666.7
핀란드,2003,항우울제,45.9,1666.7
핀란드,2004,소화관 및 신진대사,326.0,1974.6
핀란드,2004,제산제,2.6,1974.6
핀란드,2004,소화성궤양 및 위장용 약물,27.3,1974.6
핀란드,2004,당뇨 약물,62.5,1974.6
핀란드,2004,심장 배당체,6.6,1974.6
핀란드,2004,항 부정맥제,1.8,1974.6
핀란드,2004,이뇨제,61.9,1974.6
핀란드,2004,향균제,19.6,1974.6
핀란드,2004,진통제,32.1,1974.6
핀란드,2004,수면제 및 진정제,55.0,1974.6
핀란드,2004,항우울제,49.1,1974.6
핀란드,2005,소화관 및 신진대사,345.7,2088.6
핀란드,2005,제산제,2.8,2088.6
핀란드,2005,소화성궤양 및 위장용 약물,29.9,2088.6
핀란드,2005,당뇨 약물,66.4,2088.6
핀란드,2005,심장 배당체,6.0,2088.6
핀란드,2005,항 부정맥제,1.7,2088.6
핀란드,2005,이뇨제,62.5,2088.6
핀란드,2005,향균제,20.4,2088.6
핀란드,2005,진통제,37.2,2088.6
핀란드,2005,수면제 및 진정제,54.4,2088.6
핀란드,2005,항우울제,52.1,2088.6
핀란드,2006,소화관 및 신진대사,312.5,2115.6
핀란드,2006,제산제,2.5,2115.6
핀란드,2006,소화성궤양 및 위장용 약물,34.1,2115.6
핀란드,2006,당뇨 약물,70.4,2115.6
핀란드,2006,심장 배당체,5.6,2115.6
핀란드,2006,항 부정맥제,1.8,2115.6
핀란드,2006,이뇨제,63.3,2115.6
핀란드,2006,향균제,19.7,2115.6
핀란드,2006,진통제,35.1,2115.6
핀란드,2006,수면제 및 진정제,53.8,2115.6
핀란드,2006,항우울제,55.5,2115.6
핀란드,2007,소화관 및 신진대사,293.6,2429.2
핀란드,2007,제산제,2.5,2429.2
핀란드,2007,소화성궤양 및 위장용 약물,39.3,2429.2
핀란드,2007,당뇨 약물,72.3,2429.2
핀란드,2007,심장 배당체,5.1,2429.2
핀란드,2007,항 부정맥제,1.8,2429.2
핀란드,2007,이뇨제,62.6,2429.2
핀란드,2007,향균제,20.2,2429.2
핀란드,2007,진통제,40.7,2429.2
핀란드,2007,수면제 및 진정제,53.8,2429.2
핀란드,2007,항우울제,61.1,2429.2
핀란드,2008,소화관 및 신진대사,300.5,2787.8
핀란드,2008,제산제,2.5,2787.8
핀란드,2008,소화성궤양 및 위장용 약물,44.4,2787.8
핀란드,2008,당뇨 약물,77.5,2787.8
핀란드,2008,심장 배당체,4.8,2787.8
핀란드,2008,항 부정맥제,1.8,2787.8
핀란드,2008,이뇨제,62.5,2787.8
핀란드,2008,향균제,19.5,2787.8
핀란드,2008,진통제,43.8,2787.8
핀란드,2008,수면제 및 진정제,53.0,2787.8
핀란드,2008,항우울제,63.9,2787.8
핀란드,2009,소화관 및 신진대사,295.1,2611.5
핀란드,2009,제산제,2.4,2611.5
핀란드,2009,소화성궤양 및 위장용 약물,48.1,2611.5
핀란드,2009,당뇨 약물,79.9,2611.5
핀란드,2009,심장 배당체,4.4,2611.5
핀란드,2009,항 부정맥제,1.8,2611.5
핀란드,2009,이뇨제,61.7,2611.5
핀란드,2009,향균제,19.6,2611.5
핀란드,2009,진통제,46.3,2611.5
핀란드,2009,수면제 및 진정제,49.8,2611.5
핀란드,2009,항우울제,66.4,2611.5
핀란드,2010,소화관 및 신진대사,302.1,2506.7
핀란드,2010,제산제,2.3,2506.7
핀란드,2010,소화성궤양 및 위장용 약물,52.5,2506.7
핀란드,2010,당뇨 약물,83.3,2506.7
핀란드,2010,심장 배당체,4.2,2506.7
핀란드,2010,항 부정맥제,1.9,2506.7
핀란드,2010,이뇨제,61.6,2506.7
핀란드,2010,향균제,19.7,2506.7
핀란드,2010,진통제,47.4,2506.7
핀란드,2010,수면제 및 진정제,48.8,2506.7
핀란드,2010,항우울제,68.8,2506.7
핀란드,2011,소화관 및 신진대사,304.9,2700.4
핀란드,2011,제산제,2.3,2700.4
핀란드,2011,소화성궤양 및 위장용 약물,57.1,2700.4
핀란드,2011,당뇨 약물,84.2,2700.4
핀란드,2011,심장 배당체,4.0,2700.4
핀란드,2011,항 부정맥제,2.0,2700.4
핀란드,2011,이뇨제,59.8,2700.4
핀란드,2011,향균제,21.5,2700.4
핀란드,2011,진통제,48.8,2700.4
핀란드,2011,수면제 및 진정제,47.3,2700.4
핀란드,2011,항우울제,70.2,2700.4
핀란드,2012,소화관 및 신진대사,298.9,2545.6
핀란드,2012,제산제,2.3,2545.6
핀란드,2012,소화성궤양 및 위장용 약물,60.8,2545.6
핀란드,2012,당뇨 약물,85.0,2545.6
핀란드,2012,심장 배당체,3.7,2545.6
핀란드,2012,항 부정맥제,2.0,2545.6
핀란드,2012,이뇨제,58.5,2545.6
핀란드,2012,향균제,20.6,2545.6
핀란드,2012,진통제,50.6,2545.6
핀란드,2012,수면제 및 진정제,44.8,2545.6
핀란드,2012,항우울제,69.8,2545.6
핀란드,2013,소화관 및 신진대사,295.3,2700.6
핀란드,2013,제산제,2.2,2700.6
핀란드,2013,소화성궤양 및 위장용 약물,63.8,2700.6
핀란드,2013,당뇨 약물,86.0,2700.6
핀란드,2013,심장 배당체,3.5,2700.6
핀란드,2013,항 부정맥제,2.1,2700.6
핀란드,2013,이뇨제,57.4,2700.6
핀란드,2013,향균제,19.6,2700.6
핀란드,2013,진통제,50.1,2700.6
핀란드,2013,수면제 및 진정제,42.1,2700.6
핀란드,2013,항우울제,69.4,2700.6
핀란드,2014,소화관 및 신진대사,297.8,2814.8
핀란드,2014,제산제,2.2,2814.8
핀란드,2014,소화성궤양 및 위장용 약물,66.4,2814.8
핀란드,2014,당뇨 약물,88.2,2814.8
핀란드,2014,심장 배당체,3.2,2814.8
핀란드,2014,항 부정맥제,2.1,2814.8
핀란드,2014,이뇨제,56.1,2814.8
핀란드,2014,향균제,19.1,2814.8
핀란드,2014,진통제,52.9,2814.8
핀란드,2014,수면제 및 진정제,39.0,2814.8
핀란드,2014,항우울제,68.8,2814.8
핀란드,2015,소화관 및 신진대사,296.3,2472.3
핀란드,2015,제산제,2.2,2472.3
핀란드,2015,소화성궤양 및 위장용 약물,65.5,2472.3
핀란드,2015,당뇨 약물,90.1,2472.3
핀란드,2015,심장 배당체,2.9,2472.3
핀란드,2015,항 부정맥제,2.1,2472.3
핀란드,2015,이뇨제,54.3,2472.3
핀란드,2015,향균제,18.1,2472.3
핀란드,2015,진통제,51.9,2472.3
핀란드,2015,수면제 및 진정제,35.5,2472.3
핀란드,2015,항우울제,68.2,2472.3
핀란드,2016,소화관 및 신진대사,297.2,2564.3
핀란드,2016,제산제,2.2,2564.3
핀란드,2016,소화성궤양 및 위장용 약물,65.3,2564.3
핀란드,2016,당뇨 약물,92.6,2564.3
핀란드,2016,심장 배당체,2.7,2564.3
핀란드,2016,항 부정맥제,2.1,2564.3
핀란드,2016,이뇨제,52.8,2564.3
핀란드,2016,향균제,17.4,2564.3
핀란드,2016,진통제,53.2,2564.3
핀란드,2016,수면제 및 진정제,31.9,2564.3
핀란드,2016,항우울제,67.6,2564.3
핀란드,2017,소화관 및 신진대사,292.0,2646.6
핀란드,2017,제산제,2.3,2646.6
핀란드,2017,소화성궤양 및 위장용 약물,66.1,2646.6
핀란드,2017,당뇨 약물,92.1,2646.6
핀란드,2017,심장 배당체,2.5,2646.6
핀란드,2017,항 부정맥제,2.1,2646.6
핀란드,2017,이뇨제,51.7,2646.6
핀란드,2017,향균제,15.7,2646.6
핀란드,2017,진통제,54.5,2646.6
핀란드,2017,수면제 및 진정제,32.8,2646.6
핀란드,2017,항우울제,70.2,2646.6
핀란드,2018,소화관 및 신진대사,293.0,2998.0
핀란드,2018,제산제,2.2,2998.0
핀란드,2018,소화성궤양 및 위장용 약물,67.1,2998.0
핀란드,2018,당뇨 약물,95.8,2998.0
핀란드,2018,심장 배당체,2.3,2998.0
핀란드,2018,항 부정맥제,2.1,2998.0
핀란드,2018,이뇨제,51.7,2998.0
핀란드,2018,향균제,15.4,2998.0
핀란드,2018,진통제,54.5,2998.0
핀란드,2018,수면제 및 진정제,33.9,2998.0
