,대륙,국가,공통국가여부,항목구분,연도,값(백만 자국화폐),전년대비증감,key_currency_x,key_currency_ext,환율(자국화폐단위/$),서비스비용(백만$)
594,유럽,오스트리아,공통,정부의료체계 및 재정행정,2004,1040.0,195.0,2004오스트리아,2004덴마크,5.99,173.62
595,유럽,오스트리아,공통,정부의료체계 및 재정행정,2005,1003.0,-38.0,2005오스트리아,2005덴마크,6.0,167.17
596,유럽,오스트리아,공통,정부의료체계 및 재정행정,2006,981.0,-22.0,2006오스트리아,2006덴마크,5.95,164.87
597,유럽,오스트리아,공통,정부의료체계 및 재정행정,2007,1046.0,65.0,2007오스트리아,2007덴마크,5.44,192.28
598,유럽,오스트리아,공통,정부의료체계 및 재정행정,2008,1144.0,98.0,2008오스트리아,2008덴마크,5.1,224.31
599,유럽,오스트리아,공통,정부의료체계 및 재정행정,2009,1169.0,25.0,2009오스트리아,2009덴마크,5.36,218.1
600,유럽,오스트리아,공통,정부의료체계 및 재정행정,2010,1165.0,-3.0,2010오스트리아,2010덴마크,5.62,207.3
601,유럽,오스트리아,공통,정부의료체계 및 재정행정,2011,1201.0,36.0,2011오스트리아,2011덴마크,5.37,223.65
602,유럽,오스트리아,공통,정부의료체계 및 재정행정,2012,1285.0,84.0,2012오스트리아,2012덴마크,5.79,221.93
603,유럽,오스트리아,공통,정부의료체계 및 재정행정,2013,1351.0,66.0,2013오스트리아,2013덴마크,5.62,240.39
604,유럽,오스트리아,공통,정부의료체계 및 재정행정,2014,1406.0,55.0,2014오스트리아,2014덴마크,5.61,250.62
605,유럽,오스트리아,공통,정부의료체계 및 재정행정,2015,1450.0,44.0,2015오스트리아,2015덴마크,6.73,215.45
606,유럽,오스트리아,공통,정부의료체계 및 재정행정,2016,1511.0,61.0,2016오스트리아,2016덴마크,6.73,224.52
607,유럽,오스트리아,공통,정부의료체계 및 재정행정,2017,1526.0,15.0,2017오스트리아,2017덴마크,6.6,231.21
608,유럽,오스트리아,공통,정부의료체계 및 재정행정,2018,1587.0,61.0,2018오스트리아,2018덴마크,6.32,251.11
609,유럽,오스트리아,공통,정부의료체계 및 재정행정,2019,1681.0,94.0,2019오스트리아,2019덴마크,6.67,252.02
610,유럽,벨기에,공통,보건 당기 지출,1998,18138.0,938.0,1998벨기에,1998벨기에,36.3,499.67
611,유럽,벨기에,공통,보건 당기 지출,1999,19294.0,1156.0,1999벨기에,1999덴마크,6.98,2764.18
612,유럽,벨기에,공통,보건 당기 지출,2000,20508.0,1214.0,2000벨기에,2000덴마크,8.08,2538.12
613,유럽,벨기에,공통,보건 당기 지출,2001,21543.0,1035.0,2001벨기에,2001덴마크,8.32,2589.3
614,유럽,벨기에,공통,보건 당기 지출,2002,22730.0,1187.0,2002벨기에,2002덴마크,7.9,2877.22
615,유럽,벨기에,공통,보건 당기 지출,2003,25894.0,3164.0,2003벨기에,2003덴마크,6.59,3929.29
616,유럽,벨기에,공통,보건 당기 지출,2004,27804.0,1910.0,2004벨기에,2004덴마크,5.99,4641.74
617,유럽,벨기에,공통,보건 당기 지출,2005,28713.0,909.0,2005벨기에,2005덴마크,6.0,4785.5
618,유럽,벨기에,공통,보건 당기 지출,2006,29787.0,1074.0,2006벨기에,2006덴마크,5.95,5006.22
619,유럽,벨기에,공통,보건 당기 지출,2007,31497.0,1709.0,2007벨기에,2007덴마크,5.44,5789.89
620,유럽,벨기에,공통,보건 당기 지출,2008,33873.0,2376.0,2008벨기에,2008덴마크,5.1,6641.76
621,유럽,벨기에,공통,보건 당기 지출,2009,35876.0,2003.0,2009벨기에,2009덴마크,5.36,6693.28
622,유럽,벨기에,공통,보건 당기 지출,2010,37161.0,1285.0,2010벨기에,2010덴마크,5.62,6612.28
623,유럽,벨기에,공통,보건 당기 지출,2011,39071.0,1910.0,2011벨기에,2011덴마크,5.37,7275.79
624,유럽,벨기에,공통,보건 당기 지출,2012,40573.0,1503.0,2012벨기에,2012덴마크,5.79,7007.43
625,유럽,벨기에,공통,보건 당기 지출,2013,41493.0,920.0,2013벨기에,2013덴마크,5.62,7383.1
626,유럽,벨기에,공통,보건 당기 지출,2014,42695.0,1201.0,2014벨기에,2014덴마크,5.61,7610.52
627,유럽,벨기에,공통,보건 당기 지출,2015,43465.0,770.0,2015벨기에,2015덴마크,6.73,6458.4
628,유럽,벨기에,공통,보건 당기 지출,2016,46334.0,2869.0,2016벨기에,2016덴마크,6.73,6884.7
629,유럽,벨기에,공통,보건 당기 지출,2017,47990.0,1656.0,2017벨기에,2017덴마크,6.6,7271.21
630,유럽,벨기에,공통,보건 당기 지출,2018,49557.0,1567.0,2018벨기에,2018덴마크,6.32,7841.3
631,유럽,벨기에,공통,보건 당기 지출,2019,50759.0,1202.0,2019벨기에,2019덴마크,6.67,7610.04
632,유럽,벨기에,공통,치료 및 재활 치료,2003,13492.0,,2003벨기에,2003덴마크,6.59,2047.34
633,유럽,벨기에,공통,치료 및 재활 치료,2004,14843.0,1351.0,2004벨기에,2004덴마크,5.99,2477.96
634,유럽,벨기에,공통,치료 및 재활 치료,2005,15368.0,525.0,2005벨기에,2005덴마크,6.0,2561.33
635,유럽,벨기에,공통,치료 및 재활 치료,2006,15030.0,-338.0,2006벨기에,2006덴마크,5.95,2526.05
636,유럽,벨기에,공통,치료 및 재활 치료,2007,15999.0,969.0,2007벨기에,2007덴마크,5.44,2940.99
637,유럽,벨기에,공통,치료 및 재활 치료,2008,17777.0,1778.0,2008벨기에,2008덴마크,5.1,3485.69
638,유럽,벨기에,공통,치료 및 재활 치료,2009,18885.0,1108.0,2009벨기에,2009덴마크,5.36,3523.32
639,유럽,벨기에,공통,치료 및 재활 치료,2010,19795.0,910.0,2010벨기에,2010덴마크,5.62,3522.24
640,유럽,벨기에,공통,치료 및 재활 치료,2011,21096.0,1301.0,2011벨기에,2011덴마크,5.37,3928.49
641,유럽,벨기에,공통,치료 및 재활 치료,2012,22037.0,940.0,2012벨기에,2012덴마크,5.79,3806.04
642,유럽,벨기에,공통,치료 및 재활 치료,2013,22545.0,509.0,2013벨기에,2013덴마크,5.62,4011.57
643,유럽,벨기에,공통,치료 및 재활 치료,2014,23126.0,581.0,2014벨기에,2014덴마크,5.61,4122.28
644,유럽,벨기에,공통,치료 및 재활 치료,2015,23990.0,864.0,2015벨기에,2015덴마크,6.73,3564.64
645,유럽,벨기에,공통,치료 및 재활 치료,2016,24480.0,490.0,2016벨기에,2016덴마크,6.73,3637.44
646,유럽,벨기에,공통,치료 및 재활 치료,2017,25627.0,1148.0,2017벨기에,2017덴마크,6.6,3882.88
647,유럽,벨기에,공통,치료 및 재활 치료,2018,26405.0,777.0,2018벨기에,2018덴마크,6.32,4178.01
648,유럽,벨기에,공통,치료 및 재활 치료,2019,27938.0,1534.0,2019벨기에,2019덴마크,6.67,4188.61
649,유럽,벨기에,공통,장기 치료,2003,5015.0,,2003벨기에,2003덴마크,6.59,761.0
650,유럽,벨기에,공통,장기 치료,2004,5127.0,112.0,2004벨기에,2004덴마크,5.99,855.93
651,유럽,벨기에,공통,장기 치료,2005,5249.0,122.0,2005벨기에,2005덴마크,6.0,874.83
652,유럽,벨기에,공통,장기 치료,2006,6356.0,1107.0,2006벨기에,2006덴마크,5.95,1068.24
653,유럽,벨기에,공통,장기 치료,2007,6729.0,373.0,2007벨기에,2007덴마크,5.44,1236.95
654,유럽,벨기에,공통,장기 치료,2008,7058.0,328.0,2008벨기에,2008덴마크,5.1,1383.92
655,유럽,벨기에,공통,장기 치료,2009,7495.0,437.0,2009벨기에,2009덴마크,5.36,1398.32
656,유럽,벨기에,공통,장기 치료,2010,7708.0,213.0,2010벨기에,2010덴마크,5.62,1371.53
657,유럽,벨기에,공통,장기 치료,2011,8020.0,313.0,2011벨기에,2011덴마크,5.37,1493.48
658,유럽,벨기에,공통,장기 치료,2012,8478.0,458.0,2012벨기에,2012덴마크,5.79,1464.25
659,유럽,벨기에,공통,장기 치료,2013,8785.0,307.0,2013벨기에,2013덴마크,5.62,1563.17
660,유럽,벨기에,공통,장기 치료,2014,9259.0,474.0,2014벨기에,2014덴마크,5.61,1650.45
661,유럽,벨기에,공통,장기 치료,2015,8850.0,-409.0,2015벨기에,2015덴마크,6.73,1315.01
662,유럽,벨기에,공통,장기 치료,2016,11128.0,2279.0,2016벨기에,2016덴마크,6.73,1653.49
663,유럽,벨기에,공통,장기 치료,2017,11600.0,472.0,2017벨기에,2017덴마크,6.6,1757.58
664,유럽,벨기에,공통,장기 치료,2018,12062.0,462.0,2018벨기에,2018덴마크,6.32,1908.54
665,유럽,벨기에,공통,장기 치료,2019,11412.0,-650.0,2019벨기에,2019덴마크,6.67,1710.94
666,유럽,벨기에,공통,보건 보조 서비스,2003,877.0,,2003벨기에,2003덴마크,6.59,133.08
667,유럽,벨기에,공통,보건 보조 서비스,2004,995.0,118.0,2004벨기에,2004덴마크,5.99,166.11
668,유럽,벨기에,공통,보건 보조 서비스,2005,1018.0,23.0,2005벨기에,2005덴마크,6.0,169.67
669,유럽,벨기에,공통,보건 보조 서비스,2006,1144.0,126.0,2006벨기에,2006덴마크,5.95,192.27
670,유럽,벨기에,공통,보건 보조 서비스,2007,1208.0,65.0,2007벨기에,2007덴마크,5.44,222.06
671,유럽,벨기에,공통,보건 보조 서비스,2008,1576.0,367.0,2008벨기에,2008덴마크,5.1,309.02
672,유럽,벨기에,공통,보건 보조 서비스,2009,1741.0,165.0,2009벨기에,2009덴마크,5.36,324.81
673,유럽,벨기에,공통,보건 보조 서비스,2010,1764.0,23.0,2010벨기에,2010덴마크,5.62,313.88
674,유럽,벨기에,공통,보건 보조 서비스,2011,1763.0,-1.0,2011벨기에,2011덴마크,5.37,328.31
675,유럽,벨기에,공통,보건 보조 서비스,2012,1974.0,210.0,2012벨기에,2012덴마크,5.79,340.93
676,유럽,벨기에,공통,보건 보조 서비스,2013,1900.0,-73.0,2013벨기에,2013덴마크,5.62,338.08
677,유럽,벨기에,공통,보건 보조 서비스,2014,1929.0,28.0,2014벨기에,2014덴마크,5.61,343.85
678,유럽,벨기에,공통,보건 보조 서비스,2015,1992.0,63.0,2015벨기에,2015덴마크,6.73,295.99
679,유럽,벨기에,공통,보건 보조 서비스,2016,2031.0,39.0,2016벨기에,2016덴마크,6.73,301.78
680,유럽,벨기에,공통,보건 보조 서비스,2017,2039.0,9.0,2017벨기에,2017덴마크,6.6,308.94
681,유럽,벨기에,공통,보건 보조 서비스,2018,2118.0,78.0,2018벨기에,2018덴마크,6.32,335.13
682,유럽,벨기에,공통,보건 보조 서비스,2019,2225.0,107.0,2019벨기에,2019덴마크,6.67,333.58
683,유럽,벨기에,공통,의료품,2003,4884.0,,2003벨기에,2003덴마크,6.59,741.12
684,유럽,벨기에,공통,의료품,2004,5189.0,305.0,2004벨기에,2004덴마크,5.99,866.28
685,유럽,벨기에,공통,의료품,2005,5300.0,111.0,2005벨기에,2005덴마크,6.0,883.33
686,유럽,벨기에,공통,의료품,2006,5350.0,50.0,2006벨기에,2006덴마크,5.95,899.16
687,유럽,벨기에,공통,의료품,2007,5721.0,371.0,2007벨기에,2007덴마크,5.44,1051.65
688,유럽,벨기에,공통,의료품,2008,5582.0,-139.0,2008벨기에,2008덴마크,5.1,1094.51
689,유럽,벨기에,공통,의료품,2009,5799.0,216.0,2009벨기에,2009덴마크,5.36,1081.9
690,유럽,벨기에,공통,의료품,2010,5895.0,97.0,2010벨기에,2010덴마크,5.62,1048.93
691,유럽,벨기에,공통,의료품,2011,6101.0,205.0,2011벨기에,2011덴마크,5.37,1136.13
692,유럽,벨기에,공통,의료품,2012,6005.0,-95.0,2012벨기에,2012덴마크,5.79,1037.13
693,유럽,벨기에,공통,의료품,2013,6101.0,96.0,2013벨기에,2013덴마크,5.62,1085.59
694,유럽,벨기에,공통,의료품,2014,6131.0,30.0,2014벨기에,2014덴마크,5.61,1092.87
695,유럽,벨기에,공통,의료품,2015,6377.0,246.0,2015벨기에,2015덴마크,6.73,947.55
696,유럽,벨기에,공통,의료품,2016,6477.0,101.0,2016벨기에,2016덴마크,6.73,962.41
697,유럽,벨기에,공통,의료품,2017,6425.0,-52.0,2017벨기에,2017덴마크,6.6,973.48
698,유럽,벨기에,공통,의료품,2018,6534.0,109.0,2018벨기에,2018덴마크,6.32,1033.86
699,유럽,벨기에,공통,의료품,2019,6620.0,86.0,2019벨기에,2019덴마크,6.67,992.5
700,유럽,벨기에,공통,예방치료,2003,459.0,,2003벨기에,2003덴마크,6.59,69.65
701,유럽,벨기에,공통,예방치료,2004,434.0,-25.0,2004벨기에,2004덴마크,5.99,72.45
702,유럽,벨기에,공통,예방치료,2005,505.0,71.0,2005벨기에,2005덴마크,6.0,84.17
703,유럽,벨기에,공통,예방치료,2006,525.0,21.0,2006벨기에,2006덴마크,5.95,88.24
704,유럽,벨기에,공통,예방치료,2007,561.0,36.0,2007벨기에,2007덴마크,5.44,103.12
705,유럽,벨기에,공통,예방치료,2008,534.0,-27.0,2008벨기에,2008덴마크,5.1,104.71
706,유럽,벨기에,공통,예방치료,2009,657.0,123.0,2009벨기에,2009덴마크,5.36,122.57
707,유럽,벨기에,공통,예방치료,2010,640.0,-17.0,2010벨기에,2010덴마크,5.62,113.88
708,유럽,벨기에,공통,예방치료,2011,648.0,9.0,2011벨기에,2011덴마크,5.37,120.67
709,유럽,벨기에,공통,예방치료,2012,685.0,36.0,2012벨기에,2012덴마크,5.79,118.31
710,유럽,벨기에,공통,예방치료,2013,737.0,52.0,2013벨기에,2013덴마크,5.62,131.14
711,유럽,벨기에,공통,예방치료,2014,804.0,67.0,2014벨기에,2014덴마크,5.61,143.32
712,유럽,벨기에,공통,예방치료,2015,780.0,-24.0,2015벨기에,2015덴마크,6.73,115.9
713,유럽,벨기에,공통,예방치료,2016,660.0,-120.0,2016벨기에,2016덴마크,6.73,98.07
714,유럽,벨기에,공통,예방치료,2017,705.0,44.0,2017벨기에,2017덴마크,6.6,106.82
715,유럽,벨기에,공통,예방치료,2018,780.0,75.0,2018벨기에,2018덴마크,6.32,123.42
716,유럽,벨기에,공통,예방치료,2019,824.0,44.0,2019벨기에,2019덴마크,6.67,123.54
717,유럽,벨기에,공통,정부의료체계 및 재정행정,2003,1166.0,,2003벨기에,2003덴마크,6.59,176.93
718,유럽,벨기에,공통,정부의료체계 및 재정행정,2004,1216.0,50.0,2004벨기에,2004덴마크,5.99,203.01
719,유럽,벨기에,공통,정부의료체계 및 재정행정,2005,1274.0,57.0,2005벨기에,2005덴마크,6.0,212.33
720,유럽,벨기에,공통,정부의료체계 및 재정행정,2006,1383.0,109.0,2006벨기에,2006덴마크,5.95,232.44
721,유럽,벨기에,공통,정부의료체계 및 재정행정,2007,1278.0,-105.0,2007벨기에,2007덴마크,5.44,234.93
722,유럽,벨기에,공통,정부의료체계 및 재정행정,2008,1347.0,69.0,2008벨기에,2008덴마크,5.1,264.12
723,유럽,벨기에,공통,정부의료체계 및 재정행정,2009,1300.0,-47.0,2009벨기에,2009덴마크,5.36,242.54
724,유럽,벨기에,공통,정부의료체계 및 재정행정,2010,1359.0,59.0,2010벨기에,2010덴마크,5.62,241.81
725,유럽,벨기에,공통,정부의료체계 및 재정행정,2011,1442.0,83.0,2011벨기에,2011덴마크,5.37,268.53
726,유럽,벨기에,공통,정부의료체계 및 재정행정,2012,1396.0,-46.0,2012벨기에,2012덴마크,5.79,241.11
727,유럽,벨기에,공통,정부의료체계 및 재정행정,2013,1425.0,29.0,2013벨기에,2013덴마크,5.62,253.56
728,유럽,벨기에,공통,정부의료체계 및 재정행정,2014,1446.0,22.0,2014벨기에,2014덴마크,5.61,257.75
729,유럽,벨기에,공통,정부의료체계 및 재정행정,2015,1477.0,30.0,2015벨기에,2015덴마크,6.73,219.47
730,유럽,벨기에,공통,정부의료체계 및 재정행정,2016,1558.0,81.0,2016벨기에,2016덴마크,6.73,231.5
731,유럽,벨기에,공통,정부의료체계 및 재정행정,2017,1593.0,36.0,2017벨기에,2017덴마크,6.6,241.36
732,유럽,벨기에,공통,정부의료체계 및 재정행정,2018,1659.0,66.0,2018벨기에,2018덴마크,6.32,262.5
733,유럽,벨기에,공통,정부의료체계 및 재정행정,2019,1739.0,80.0,2019벨기에,2019덴마크,6.67,260.72
734,유럽,체코,공통,보건 당기 지출,1998,120623.0,10318.0,1998체코,1998체코,32.28,3736.77
735,유럽,체코,공통,보건 당기 지출,1999,129980.0,9357.0,1999체코,1999체코,34.57,3759.91
736,유럽,체코,공통,보건 당기 지출,2000,136043.0,6063.0,2000체코,2000체코,38.6,3524.43
737,유럽,체코,공통,보건 당기 지출,2001,151213.0,15170.0,2001체코,2001체코,38.04,3975.11
738,유럽,체코,공통,보건 당기 지출,2002,166232.0,15019.0,2002체코,2002체코,32.74,5077.34
739,유럽,체코,공통,보건 당기 지출,2003,184206.0,17974.0,2003체코,2003체코,28.21,6529.81
740,유럽,체코,공통,보건 당기 지출,2004,195552.0,11346.0,2004체코,2004체코,25.7,7609.03
741,유럽,체코,공통,보건 당기 지출,2005,208336.0,12784.0,2005체코,2005체코,23.96,8695.16
742,유럽,체코,공통,보건 당기 지출,2006,217637.0,9301.0,2006체코,2006체코,22.6,9629.96
743,유럽,체코,공통,보건 당기 지출,2007,231023.0,13387.0,2007체코,2007체코,20.29,11386.05
744,유럽,체코,공통,보건 당기 지출,2008,255923.0,24900.0,2008체코,2008체코,17.07,14992.56
745,유럽,체코,공통,보건 당기 지출,2009,286641.0,30718.0,2009체코,2009체코,19.06,15038.88
746,유럽,체코,공통,보건 당기 지출,2010,274522.0,-12119.0,2010체코,2010체코,19.1,14372.88
747,유럽,체코,공통,보건 당기 지출,2011,281431.0,6909.0,2011체코,2011체코,17.7,15900.06
748,유럽,체코,공통,보건 당기 지출,2012,285348.0,3918.0,2012체코,2012체코,19.58,14573.44
749,유럽,체코,공통,보건 당기 지출,2013,319928.0,34580.0,2013체코,2013체코,19.57,16347.88
750,유럽,체코,공통,보건 당기 지출,2014,330138.0,10210.0,2014체코,2014체코,20.76,15902.6
751,유럽,체코,공통,보건 당기 지출,2015,332861.0,2723.0,2015체코,2015체코,24.6,13530.93
752,유럽,체코,공통,보건 당기 지출,2016,340892.0,8031.0,2016체코,2016체코,24.44,13948.12
753,유럽,체코,공통,보건 당기 지출,2017,364985.0,24093.0,2017체코,2017체코,23.38,15610.99
754,유럽,체코,공통,보건 당기 지출,2018,407066.0,42081.0,2018체코,2018체코,21.73,18732.9
755,유럽,체코,공통,보건 당기 지출,2019,450402.0,43336.0,2019체코,2019체코,22.93,19642.48
756,유럽,체코,공통,치료 및 재활 치료,2000,69465.0,,2000체코,2000체코,38.6,1799.61
757,유럽,체코,공통,치료 및 재활 치료,2001,78077.0,8613.0,2001체코,2001체코,38.04,2052.5
758,유럽,체코,공통,치료 및 재활 치료,2002,85408.0,7330.0,2002체코,2002체코,32.74,2608.67
759,유럽,체코,공통,치료 및 재활 치료,2003,105650.0,20242.0,2003체코,2003체코,28.21,3745.13
760,유럽,체코,공통,치료 및 재활 치료,2004,109942.0,4292.0,2004체코,2004체코,25.7,4277.9
761,유럽,체코,공통,치료 및 재활 치료,2005,114529.0,4587.0,2005체코,2005체코,23.96,4780.01
762,유럽,체코,공통,치료 및 재활 치료,2006,123040.0,8511.0,2006체코,2006체코,22.6,5444.25
763,유럽,체코,공통,치료 및 재활 치료,2007,133183.0,10143.0,2007체코,2007체코,20.29,6563.97
764,유럽,체코,공통,치료 및 재활 치료,2008,149697.0,16515.0,2008체코,2008체코,17.07,8769.6
765,유럽,체코,공통,치료 및 재활 치료,2009,169803.0,20105.0,2009체코,2009체코,19.06,8908.87
766,유럽,체코,공통,치료 및 재활 치료,2010,164859.0,-4944.0,2010체코,2010체코,19.1,8631.36
767,유럽,체코,공통,치료 및 재활 치료,2011,170661.0,5802.0,2011체코,2011체코,17.7,9641.86
768,유럽,체코,공통,치료 및 재활 치료,2012,171463.0,802.0,2012체코,2012체코,19.58,8757.05
769,유럽,체코,공통,치료 및 재활 치료,2013,173792.0,2330.0,2013체코,2013체코,19.57,8880.53
770,유럽,체코,공통,치료 및 재활 치료,2014,177279.0,3487.0,2014체코,2014체코,20.76,8539.45
771,유럽,체코,공통,치료 및 재활 치료,2015,178567.0,1288.0,2015체코,2015체코,24.6,7258.82
772,유럽,체코,공통,치료 및 재활 치료,2016,180169.0,1602.0,2016체코,2016체코,24.44,7371.89
773,유럽,체코,공통,치료 및 재활 치료,2017,193686.0,13516.0,2017체코,2017체코,23.38,8284.26
774,유럽,체코,공통,치료 및 재활 치료,2018,222761.0,29075.0,2018체코,2018체코,21.73,10251.31
775,유럽,체코,공통,치료 및 재활 치료,2019,246568.0,23807.0,2019체코,2019체코,22.93,10753.07
776,유럽,체코,공통,장기 치료,2000,5041.0,,2000체코,2000체코,38.6,130.6
777,유럽,체코,공통,장기 치료,2001,5987.0,946.0,2001체코,2001체코,38.04,157.39
778,유럽,체코,공통,장기 치료,2002,6720.0,733.0,2002체코,2002체코,32.74,205.25
779,유럽,체코,공통,장기 치료,2003,6741.0,22.0,2003체코,2003체코,28.21,238.96
780,유럽,체코,공통,장기 치료,2004,6598.0,-143.0,2004체코,2004체코,25.7,256.73
781,유럽,체코,공통,장기 치료,2005,7147.0,549.0,2005체코,2005체코,23.96,298.29
782,유럽,체코,공통,장기 치료,2006,7980.0,833.0,2006체코,2006체코,22.6,353.1
783,유럽,체코,공통,장기 치료,2007,9198.0,1218.0,2007체코,2007체코,20.29,453.33
784,유럽,체코,공통,장기 치료,2008,8650.0,-549.0,2008체코,2008체코,17.07,506.74
785,유럽,체코,공통,장기 치료,2009,10038.0,1389.0,2009체코,2009체코,19.06,526.65
786,유럽,체코,공통,장기 치료,2010,10414.0,376.0,2010체코,2010체코,19.1,545.24
787,유럽,체코,공통,장기 치료,2011,11229.0,815.0,2011체코,2011체코,17.7,634.41
788,유럽,체코,공통,장기 치료,2012,11180.0,-48.0,2012체코,2012체코,19.58,570.99
789,유럽,체코,공통,장기 치료,2013,35439.0,24258.0,2013체코,2013체코,19.57,1810.88
790,유럽,체코,공통,장기 치료,2014,40630.0,5191.0,2014체코,2014체코,20.76,1957.13
791,유럽,체코,공통,장기 치료,2015,42620.0,1989.0,2015체코,2015체코,24.6,1732.52
792,유럽,체코,공통,장기 치료,2016,45096.0,2476.0,2016체코,2016체코,24.44,1845.17
793,유럽,체코,공통,장기 치료,2017,50382.0,5286.0,2017체코,2017체코,23.38,2154.92
794,유럽,체코,공통,장기 치료,2018,56710.0,6328.0,2018체코,2018체코,21.73,2609.76
795,유럽,체코,공통,장기 치료,2019,61542.0,4832.0,2019체코,2019체코,22.93,2683.91
796,유럽,체코,공통,보건 보조 서비스,2000,17500.0,,2000체코,2000체코,38.6,453.37
797,유럽,체코,공통,보건 보조 서비스,2001,17618.0,118.0,2001체코,2001체코,38.04,463.14
798,유럽,체코,공통,보건 보조 서비스,2002,19810.0,2192.0,2002체코,2002체코,32.74,605.07
799,유럽,체코,공통,보건 보조 서비스,2003,9936.0,-9875.0,2003체코,2003체코,28.21,352.22
800,유럽,체코,공통,보건 보조 서비스,2004,10641.0,706.0,2004체코,2004체코,25.7,414.05
801,유럽,체코,공통,보건 보조 서비스,2005,11387.0,746.0,2005체코,2005체코,23.96,475.25
802,유럽,체코,공통,보건 보조 서비스,2006,12351.0,964.0,2006체코,2006체코,22.6,546.5
803,유럽,체코,공통,보건 보조 서비스,2007,12026.0,-326.0,2007체코,2007체코,20.29,592.71
804,유럽,체코,공통,보건 보조 서비스,2008,14443.0,2417.0,2008체코,2008체코,17.07,846.1
805,유럽,체코,공통,보건 보조 서비스,2009,15499.0,1056.0,2009체코,2009체코,19.06,813.17
806,유럽,체코,공통,보건 보조 서비스,2010,15700.0,201.0,2010체코,2010체코,19.1,821.99
807,유럽,체코,공통,보건 보조 서비스,2011,15763.0,62.0,2011체코,2011체코,17.7,890.56
808,유럽,체코,공통,보건 보조 서비스,2012,16361.0,599.0,2012체코,2012체코,19.58,835.6
809,유럽,체코,공통,보건 보조 서비스,2013,16316.0,-45.0,2013체코,2013체코,19.57,833.73
810,유럽,체코,공통,보건 보조 서비스,2014,17174.0,858.0,2014체코,2014체코,20.76,827.26
811,유럽,체코,공통,보건 보조 서비스,2015,17251.0,77.0,2015체코,2015체코,24.6,701.26
812,유럽,체코,공통,보건 보조 서비스,2016,17847.0,597.0,2016체코,2016체코,24.44,730.24
813,유럽,체코,공통,보건 보조 서비스,2017,18859.0,1012.0,2017체코,2017체코,23.38,806.63
814,유럽,체코,공통,보건 보조 서비스,2018,20136.0,1277.0,2018체코,2018체코,21.73,926.65
815,유럽,체코,공통,보건 보조 서비스,2019,22355.0,2218.0,2019체코,2019체코,22.93,974.92
816,유럽,체코,공통,의료품,1998,38108.0,688.0,1998체코,1998체코,32.28,1180.55
817,유럽,체코,공통,의료품,1999,36534.0,-1574.0,1999체코,1999체코,34.57,1056.81
818,유럽,체코,공통,의료품,2000,37953.0,1419.0,2000체코,2000체코,38.6,983.24
819,유럽,체코,공통,의료품,2001,43030.0,5077.0,2001체코,2001체코,38.04,1131.18
820,유럽,체코,공통,의료품,2002,46996.0,3967.0,2002체코,2002체코,32.74,1435.43
821,유럽,체코,공통,의료품,2003,52544.0,5548.0,2003체코,2003체코,28.21,1862.6
822,유럽,체코,공통,의료품,2004,56971.0,4427.0,2004체코,2004체코,25.7,2216.77
823,유럽,체코,공통,의료품,2005,60973.0,4002.0,2005체코,2005체코,23.96,2544.78
824,유럽,체코,공통,의료품,2006,58689.0,-2284.0,2006체코,2006체코,22.6,2596.86
825,유럽,체코,공통,의료품,2007,59942.0,1253.0,2007체코,2007체코,20.29,2954.26
826,유럽,체코,공통,의료품,2008,63062.0,3120.0,2008체코,2008체코,17.07,3694.32
827,유럽,체코,공통,의료품,2009,71880.0,8818.0,2009체코,2009체코,19.06,3771.25
828,유럽,체코,공통,의료품,2010,64615.0,-7265.0,2010체코,2010체코,19.1,3382.98
829,유럽,체코,공통,의료품,2011,66223.0,1609.0,2011체코,2011체코,17.7,3741.41
830,유럽,체코,공통,의료품,2012,70012.0,3788.0,2012체코,2012체코,19.58,3575.69
831,유럽,체코,공통,의료품,2013,67322.0,-2689.0,2013체코,2013체코,19.57,3440.06
832,유럽,체코,공통,의료품,2014,66491.0,-831.0,2014체코,2014체코,20.76,3202.84
833,유럽,체코,공통,의료품,2015,67901.0,1410.0,2015체코,2015체코,24.6,2760.2
834,유럽,체코,공통,의료품,2016,69403.0,1502.0,2016체코,2016체코,24.44,2839.73
835,유럽,체코,공통,의료품,2017,72578.0,3174.0,2017체코,2017체코,23.38,3104.28
836,유럽,체코,공통,의료품,2018,76357.0,3779.0,2018체코,2018체코,21.73,3513.9
837,유럽,체코,공통,의료품,2019,80107.0,3750.0,2019체코,2019체코,22.93,3493.55
838,유럽,체코,공통,예방치료,1999,2677.0,,1999체코,1999체코,34.57,77.44
839,유럽,체코,공통,예방치료,2000,2197.0,-480.0,2000체코,2000체코,38.6,56.92
840,유럽,체코,공통,예방치료,2001,2339.0,141.0,2001체코,2001체코,38.04,61.49
841,유럽,체코,공통,예방치료,2002,2684.0,346.0,2002체코,2002체코,32.74,81.98
842,유럽,체코,공통,예방치료,2003,3223.0,538.0,2003체코,2003체코,28.21,114.25
843,유럽,체코,공통,예방치료,2004,3957.0,734.0,2004체코,2004체코,25.7,153.97
844,유럽,체코,공통,예방치료,2005,3607.0,-350.0,2005체코,2005체코,23.96,150.54
845,유럽,체코,공통,예방치료,2006,4662.0,1056.0,2006체코,2006체코,22.6,206.28
846,유럽,체코,공통,예방치료,2007,5227.0,564.0,2007체코,2007체코,20.29,257.61
847,유럽,체코,공통,예방치료,2008,6807.0,1581.0,2008체코,2008체코,17.07,398.77
