국가,질병명,연도,성별,사망률,국가영문,위도,경도
덴마크,소화기계통의 질환,2000,여자,22.4,denmark,56.00000000,10.00000000
덴마크, 간질환,2000,남자,17.3,denmark,56.00000000,10.00000000
덴마크, 간질환,2000,여자,6.7,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2000,남자,58.5,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2000,여자,27.9,denmark,56.00000000,10.00000000
덴마크, 운수사고,2000,남자,13.1,denmark,56.00000000,10.00000000
덴마크, 운수사고,2000,여자,5.1,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2000,남자,16.8,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2000,여자,5.4,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2001,남자,5.1,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2001,여자,3.6,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2001,남자,0.4,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2001,여자,0.4,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2001,남자,192.2,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2001,여자,151.1,denmark,56.00000000,10.00000000
덴마크, 위,2001,남자,5.9,denmark,56.00000000,10.00000000
덴마크, 위,2001,여자,3.3,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2001,남자,4.3,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2001,여자,1.8,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2001,남자,48.9,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2001,여자,31.3,denmark,56.00000000,10.00000000
덴마크, 유방,2001,여자,27.7,denmark,56.00000000,10.00000000
덴마크,당뇨병,2001,남자,16.0,denmark,56.00000000,10.00000000
덴마크,당뇨병,2001,여자,11.4,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2001,남자,238.6,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2001,여자,142.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2001,남자,6.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2001,여자,4.6,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2001,남자,114.7,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2001,여자,57.9,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2001,남자,50.1,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2001,여자,39.3,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2001,남자,59.6,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2001,여자,43.9,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2001,남자,34.5,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2001,여자,24.3,denmark,56.00000000,10.00000000
덴마크, 간질환,2001,남자,16.0,denmark,56.00000000,10.00000000
덴마크, 간질환,2001,여자,7.3,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2001,남자,55.9,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2001,여자,24.3,denmark,56.00000000,10.00000000
덴마크, 운수사고,2001,남자,12.6,denmark,56.00000000,10.00000000
덴마크, 운수사고,2001,여자,4.1,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2001,남자,16.0,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2001,여자,5.8,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2002,남자,9.0,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2002,여자,5.6,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2002,남자,0.5,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2002,여자,0.2,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2002,남자,185.7,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2002,여자,144.6,denmark,56.00000000,10.00000000
덴마크, 위,2002,남자,5.1,denmark,56.00000000,10.00000000
덴마크, 위,2002,여자,2.5,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2002,남자,3.8,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2002,여자,1.6,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2002,남자,46.3,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2002,여자,30.5,denmark,56.00000000,10.00000000
덴마크, 유방,2002,여자,28.1,denmark,56.00000000,10.00000000
덴마크,당뇨병,2002,남자,19.0,denmark,56.00000000,10.00000000
덴마크,당뇨병,2002,여자,10.9,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2002,남자,228.1,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2002,여자,140.5,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2002,남자,6.9,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2002,여자,5.2,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2002,남자,99.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2002,여자,51.6,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2002,남자,53.9,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2002,여자,40.7,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2002,남자,64.1,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2002,여자,47.1,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2002,남자,33.5,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2002,여자,24.1,denmark,56.00000000,10.00000000
덴마크, 간질환,2002,남자,15.0,denmark,56.00000000,10.00000000
덴마크, 간질환,2002,여자,7.0,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2002,남자,49.6,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2002,여자,19.6,denmark,56.00000000,10.00000000
덴마크, 운수사고,2002,남자,12.7,denmark,56.00000000,10.00000000
덴마크, 운수사고,2002,여자,4.2,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2002,남자,15.8,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2002,여자,4.9,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2003,남자,10.1,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2003,여자,7.0,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2003,남자,0.4,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2003,여자,0.2,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2003,남자,183.8,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2003,여자,141.3,denmark,56.00000000,10.00000000
덴마크, 위,2003,남자,5.8,denmark,56.00000000,10.00000000
덴마크, 위,2003,여자,3.2,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2003,남자,3.8,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2003,여자,1.8,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2003,남자,47.1,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2003,여자,31.4,denmark,56.00000000,10.00000000
덴마크, 유방,2003,여자,25.5,denmark,56.00000000,10.00000000
덴마크,당뇨병,2003,남자,17.8,denmark,56.00000000,10.00000000
덴마크,당뇨병,2003,여자,9.4,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2003,남자,222.1,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2003,여자,134.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2003,남자,5.9,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2003,여자,4.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2003,남자,94.2,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2003,여자,48.1,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2003,남자,53.0,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2003,여자,39.7,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2003,남자,64.9,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2003,여자,46.0,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2003,남자,34.5,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2003,여자,22.5,denmark,56.00000000,10.00000000
덴마크, 간질환,2003,남자,16.0,denmark,56.00000000,10.00000000
덴마크, 간질환,2003,여자,7.4,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2003,남자,47.5,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2003,여자,20.1,denmark,56.00000000,10.00000000
덴마크, 운수사고,2003,남자,11.9,denmark,56.00000000,10.00000000
덴마크, 운수사고,2003,여자,4.3,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2003,남자,14.7,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2003,여자,4.3,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2004,남자,9.3,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2004,여자,6.9,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2004,남자,0.5,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2004,여자,0.3,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2004,남자,188.2,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2004,여자,139.0,denmark,56.00000000,10.00000000
덴마크, 위,2004,남자,5.5,denmark,56.00000000,10.00000000
덴마크, 위,2004,여자,2.4,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2004,남자,3.8,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2004,여자,1.4,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2004,남자,47.8,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2004,여자,32.8,denmark,56.00000000,10.00000000
덴마크, 유방,2004,여자,25.5,denmark,56.00000000,10.00000000
덴마크,당뇨병,2004,남자,16.8,denmark,56.00000000,10.00000000
덴마크,당뇨병,2004,여자,8.9,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2004,남자,206.3,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2004,여자,125.2,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2004,남자,6.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2004,여자,5.5,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2004,남자,87.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2004,여자,42.6,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2004,남자,49.1,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2004,여자,38.5,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2004,남자,56.9,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2004,여자,42.1,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2004,남자,33.8,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2004,여자,23.3,denmark,56.00000000,10.00000000
덴마크, 간질환,2004,남자,15.2,denmark,56.00000000,10.00000000
덴마크, 간질환,2004,여자,7.7,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2004,남자,44.8,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2004,여자,20.1,denmark,56.00000000,10.00000000
덴마크, 운수사고,2004,남자,10.5,denmark,56.00000000,10.00000000
덴마크, 운수사고,2004,여자,3.3,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2004,남자,14.7,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2004,여자,5.7,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2005,남자,8.0,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2005,여자,5.8,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2005,남자,0.4,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2005,여자,0.1,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2005,남자,182.6,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2005,여자,141.2,denmark,56.00000000,10.00000000
덴마크, 위,2005,남자,5.6,denmark,56.00000000,10.00000000
덴마크, 위,2005,여자,3.2,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2005,남자,5.3,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2005,여자,2.0,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2005,남자,45.7,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2005,여자,33.9,denmark,56.00000000,10.00000000
덴마크, 유방,2005,여자,24.4,denmark,56.00000000,10.00000000
덴마크,당뇨병,2005,남자,16.8,denmark,56.00000000,10.00000000
덴마크,당뇨병,2005,여자,9.3,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2005,남자,192.1,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2005,여자,116.7,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2005,남자,6.9,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2005,여자,4.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2005,남자,80.0,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2005,여자,39.6,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2005,남자,45.2,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2005,여자,35.8,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2005,남자,54.3,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2005,여자,40.4,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2005,남자,34.0,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2005,여자,23.9,denmark,56.00000000,10.00000000
덴마크, 간질환,2005,남자,15.7,denmark,56.00000000,10.00000000
덴마크, 간질환,2005,여자,7.3,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2005,남자,48.1,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2005,여자,19.1,denmark,56.00000000,10.00000000
덴마크, 운수사고,2005,남자,10.2,denmark,56.00000000,10.00000000
덴마크, 운수사고,2005,여자,2.7,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2005,남자,13.7,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2005,여자,4.6,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2006,남자,8.5,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2006,여자,6.2,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2006,남자,0.3,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2006,여자,0.1,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2006,남자,186.1,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2006,여자,139.2,denmark,56.00000000,10.00000000
덴마크, 위,2006,남자,5.4,denmark,56.00000000,10.00000000
덴마크, 위,2006,여자,2.8,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2006,남자,4.8,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2006,여자,1.8,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2006,남자,47.8,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2006,여자,33.7,denmark,56.00000000,10.00000000
덴마크, 유방,2006,여자,23.8,denmark,56.00000000,10.00000000
덴마크,당뇨병,2006,남자,16.5,denmark,56.00000000,10.00000000
덴마크,당뇨병,2006,여자,8.7,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2006,남자,180.6,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2006,여자,112.5,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2006,남자,6.8,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2006,여자,4.4,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2006,남자,72.3,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2006,여자,37.6,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2006,남자,43.5,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2006,여자,34.9,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2006,남자,52.2,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2006,여자,40.8,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2006,남자,35.9,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2006,여자,23.0,denmark,56.00000000,10.00000000
덴마크, 간질환,2006,남자,16.9,denmark,56.00000000,10.00000000
덴마크, 간질환,2006,여자,7.9,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2006,남자,47.4,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2006,여자,20.6,denmark,56.00000000,10.00000000
덴마크, 운수사고,2006,남자,8.4,denmark,56.00000000,10.00000000
덴마크, 운수사고,2006,여자,3.1,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2006,남자,14.0,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2006,여자,5.0,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2007,남자,9.3,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2007,여자,6.3,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2007,남자,0.5,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2007,여자,0.1,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2007,남자,173.0,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2007,여자,136.6,denmark,56.00000000,10.00000000
덴마크, 위,2007,남자,5.7,denmark,56.00000000,10.00000000
덴마크, 위,2007,여자,2.6,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2007,남자,3.9,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2007,여자,1.7,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2007,남자,41.7,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2007,여자,30.2,denmark,56.00000000,10.00000000
덴마크, 유방,2007,여자,23.3,denmark,56.00000000,10.00000000
덴마크,당뇨병,2007,남자,16.5,denmark,56.00000000,10.00000000
덴마크,당뇨병,2007,여자,8.5,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2007,남자,168.1,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2007,여자,103.4,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2007,남자,8.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2007,여자,5.8,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2007,남자,67.8,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2007,여자,34.5,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2007,남자,40.4,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2007,여자,30.1,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2007,남자,53.7,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2007,여자,44.0,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2007,남자,31.2,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2007,여자,21.3,denmark,56.00000000,10.00000000
덴마크, 간질환,2007,남자,15.0,denmark,56.00000000,10.00000000
덴마크, 간질환,2007,여자,7.1,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2007,남자,45.6,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2007,여자,19.1,denmark,56.00000000,10.00000000
덴마크, 운수사고,2007,남자,10.4,denmark,56.00000000,10.00000000
덴마크, 운수사고,2007,여자,3.1,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2007,남자,12.1,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2007,여자,4.9,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2008,남자,7.5,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2008,여자,5.4,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2008,남자,0.3,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2008,여자,0.1,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2008,남자,170.7,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2008,여자,134.4,denmark,56.00000000,10.00000000
덴마크, 위,2008,남자,6.2,denmark,56.00000000,10.00000000
덴마크, 위,2008,여자,3.1,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2008,남자,4.2,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2008,여자,1.9,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2008,남자,43.3,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2008,여자,32.4,denmark,56.00000000,10.00000000
덴마크, 유방,2008,여자,22.2,denmark,56.00000000,10.00000000
덴마크,당뇨병,2008,남자,15.4,denmark,56.00000000,10.00000000
덴마크,당뇨병,2008,여자,8.5,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2008,남자,155.5,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2008,여자,95.4,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2008,남자,7.9,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2008,여자,6.2,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2008,남자,63.6,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2008,여자,31.4,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2008,남자,35.2,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2008,여자,28.9,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2008,남자,55.6,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2008,여자,40.4,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2008,남자,32.8,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2008,여자,21.4,denmark,56.00000000,10.00000000
덴마크, 간질환,2008,남자,16.2,denmark,56.00000000,10.00000000
덴마크, 간질환,2008,여자,7.7,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2008,남자,44.7,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2008,여자,18.5,denmark,56.00000000,10.00000000
덴마크, 운수사고,2008,남자,10.5,denmark,56.00000000,10.00000000
덴마크, 운수사고,2008,여자,3.3,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2008,남자,12.6,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2008,여자,5.1,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2009,남자,8.4,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2009,여자,5.9,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2009,남자,0.4,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2009,여자,0.2,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2009,남자,166.3,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2009,여자,128.8,denmark,56.00000000,10.00000000
덴마크, 위,2009,남자,5.4,denmark,56.00000000,10.00000000
덴마크, 위,2009,여자,2.7,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2009,남자,4.1,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2009,여자,2.0,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2009,남자,40.5,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2009,여자,32.4,denmark,56.00000000,10.00000000
덴마크, 유방,2009,여자,22.1,denmark,56.00000000,10.00000000
덴마크,당뇨병,2009,남자,15.6,denmark,56.00000000,10.00000000
덴마크,당뇨병,2009,여자,8.8,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2009,남자,148.2,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2009,여자,92.7,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2009,남자,7.5,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2009,여자,5.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2009,남자,61.8,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2009,여자,29.9,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2009,남자,34.5,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2009,여자,27.6,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2009,남자,58.1,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2009,여자,43.7,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2009,남자,32.3,denmark,56.00000000,10.00000000
덴마크,소화기계통의 질환,2009,여자,19.9,denmark,56.00000000,10.00000000
덴마크, 간질환,2009,남자,15.4,denmark,56.00000000,10.00000000
덴마크, 간질환,2009,여자,6.8,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2009,남자,40.2,denmark,56.00000000,10.00000000
덴마크,사망의 외부요인,2009,여자,16.3,denmark,56.00000000,10.00000000
덴마크, 운수사고,2009,남자,8.0,denmark,56.00000000,10.00000000
덴마크, 운수사고,2009,여자,3.0,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2009,남자,13.9,denmark,56.00000000,10.00000000
덴마크, 고의적 자해(자살),2009,여자,3.7,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2010,남자,8.9,denmark,56.00000000,10.00000000
덴마크,특정감염성 및 기생충성질환,2010,여자,6.8,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2010,남자,0.6,denmark,56.00000000,10.00000000
덴마크, 호흡기결핵,2010,여자,0.3,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2010,남자,168.3,denmark,56.00000000,10.00000000
덴마크,악성신생물(암),2010,여자,130.2,denmark,56.00000000,10.00000000
덴마크, 위,2010,남자,5.9,denmark,56.00000000,10.00000000
덴마크, 위,2010,여자,2.5,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2010,남자,5.1,denmark,56.00000000,10.00000000
덴마크, 간 및 간내 쓸개관,2010,여자,2.6,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2010,남자,40.7,denmark,56.00000000,10.00000000
덴마크, 기관·기관지 및 폐,2010,여자,32.2,denmark,56.00000000,10.00000000
덴마크, 유방,2010,여자,22.1,denmark,56.00000000,10.00000000
덴마크,당뇨병,2010,남자,15.1,denmark,56.00000000,10.00000000
덴마크,당뇨병,2010,여자,7.5,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2010,남자,143.5,denmark,56.00000000,10.00000000
덴마크,순환기계통의 질환,2010,여자,89.3,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2010,남자,8.0,denmark,56.00000000,10.00000000
덴마크, 고혈압성질환,2010,여자,5.6,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2010,남자,55.9,denmark,56.00000000,10.00000000
덴마크, 허혈성심질환,2010,여자,28.4,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2010,남자,34.4,denmark,56.00000000,10.00000000
덴마크, 뇌혈관질환,2010,여자,26.8,denmark,56.00000000,10.00000000
덴마크,호흡기계통의 질환,2010,남자,54.1,denmark,56.00000000,10.00000000
