"국가별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"미국","경상(GDP 대비%)","","","","12.54207516","13.2191925","14.00746441","14.52157784","14.60988235","14.60567665","14.70215797","14.91858959","15.28626251","16.28372383","16.34537888","16.29982948","16.28528976","16.21042252","16.40644836","16.71075249","17.04898262","17.00361443","16.88529778",
"미국","공공(경상보건비 대비%)","","","","44.19009399","45.15036392","45.13130569","44.91452408","45.2465744","45.39051437","46.31615448","46.40944672","47.44251251","48.38542557","48.63797379","48.67468643","48.55210876","48.96592331","50.20534897","50.69922638","50.38727951","50.2542038","50.4128685",
"미국","1인당 보건지출(US$)","","","","4564.45507813","4914.94042969","5332.49316406","5741.29931641","6103.58447266","6454.68310547","6821.10742188","7172.16601563","7410.70068359","7681.24755859","7930.15136719","8130.75634766","8399.23925781","8599.52734375","9023.61132813","9491.09082031","9877.87109375","10209.63085938","10623.84960938",
"미국","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"앤티가바부다","경상(GDP 대비%)","","","","4.69438457","5.43587589","5.28793621","5.58626556","5.11667967","4.9945569","4.63347101","4.44986248","4.2048173","4.19123125","5.37907028","5.44257212","5.47921419","5.50909281","5.87269974","5.27965546","5.12190151","5.17094231","5.23155928",
"앤티가바부다","공공(경상보건비 대비%)","","","","57.84612274","59.07860565","58.43793869","59.90863037","58.03319931","55.622612","52.95463943","51.3323288","50.76409531","54.89453506","58.3164444","56.94827271","56.2952652","56.08193207","59.15979004","59.78766251","55.84991074","52.94717407","55.51148224",
"앤티가바부다","1인당 보건지출(US$)","","","","512.56829834","563.73712158","550.0645752","602.69360352","585.72125244","626.7166748","648.22711182","694.53643799","673.83752441","591.42523193","701.81781006","693.80725098","727.25695801","711.22979736","792.8414917","754.24188232","778.45111084","795.55981445","875.17254639",
"앤티가바부다","외부보건비(경상보건비 대비%)","","","",".34878898",".07303306",".13711631","0",".04309067",".15506253",".13964188",".1426902",".18763787",".02764631",".12729101",".05339933","0",".23532581","0","0",".01355033",".02153336",".08968732",
"아르헨티나","경상(GDP 대비%)","","","","8.46696377","8.62096786","7.64670229","7.11225414","7.22868299","7.61078882","7.64032841","7.83455086","8.1826973","9.45599556","9.44546413","9.41819859","9.82726669","9.78097916","9.67129993","10.22933769","9.00189686","10.45704365","9.62454033",
"아르헨티나","공공(경상보건비 대비%)","","","","54.73170471","54.85204315","54.55613708","54.71241379","51.7989769","51.41910172","52.60231018","54.30964279","55.09854507","59.96014023","58.95255661","60.32122803","62.42687225","63.59713745","65.42354584","66.71373749","62.11119843","63.20079422","61.40730286",
"아르헨티나","1인당 보건지출(US$)","","","","708.76953125","675.05786133","223.84860229","262.28659058","311.64505005","392.58874512","455.7980957","572.0401001","746.49328613","785.67022705","985.03442383","1208.39160156","1368.42297363","1421.65759277","1286.21765137","1531.48425293","1153.53405762","1529.61621094","1127.90722656",
"아르헨티나","외부보건비(경상보건비 대비%)","","","",".03062808",".20073752","1.96734369",".34346452","6.29007912","1.18307579",".32621667",".22942123",".92570257",".28787005",".31598705",".58026612",".52099103",".44593182",".52839446",".28386176",".30856234",".43380749",".30256653",
"바하마","경상(GDP 대비%)","","","","3.80487037","3.92440891","3.81251955","4.01998568","4.04628181","4.03196478","4.30935764","4.4963069","4.8630805","5.15085459","5.25673914","5.32418823","5.31907082","5.59397602","5.67255783","5.20896244","5.61615086","6.83129883","6.24896193",
"바하마","공공(경상보건비 대비%)","","","","39.57864761","39.90871811","39.59148407","40.5092392","39.83108521","39.37672424","38.45758057","40.03848267","42.86437225","45.56985092","45.07131958","44.60736084","43.497715","45.63111496","44.95444489","44.35163116","48.65687943","55.59007645","50.21815872",
"바하마","1인당 보건지출(US$)","","","","1030.96899414","1078.69445801","1100.53259277","1138.74060059","1148.94238281","1220.78820801","1323.53088379","1415.03674316","1489.42724609","1470.68774414","1495.23132324","1491.04162598","1568.28796387","1609.31799316","1670.24035645","1635.88293457","1774.02172852","2174.17675781","2013.37927246",
"바하마","외부보건비(경상보건비 대비%)","","","",".65086937",".61268437",".59068519",".56089538",".54586518",".50430667",".68472451",".65147471",".61355883",".58040035",".57783353",".57097465",".57270718",".54329771",".55093813",".59110457",".54537362",".4717283",".52878946",
"바베이도스","경상(GDP 대비%)","","","","5.33187246","5.52529192","5.86123419","6.68377304","7.31510305","6.76892185","6.58324289","6.05583191","6.47676373","7.1486845","6.77398682","6.89933872","7.77819967","7.49560881","6.99789667","6.7748456","6.68155098","6.62216997","6.56259155",
"바베이도스","공공(경상보건비 대비%)","","","","51.85347748","53.28871536","53.51586914","56.23847961","59.38097382","57.19828796","56.26591873","54.45846176","55.32143784","54.59559631","53.45088959","48.49534607","55.33291626","50.78301239","46.94935989","47.23840714","47.15645599","45.35305786","44.77546692",
"바베이도스","1인당 보건지출(US$)","","","","600.80895996","619.33959961","665.92028809","781.96508789","915.30462646","935.64044189","1000.6171875","1015.60668945","1107.04602051","1135.60986328","1087.65649414","1135.5177002","1263.91870117","1233.11486816","1153.88415527","1119.54821777","1129.19335938","1151.69372559","1164.54455566",
"바베이도스","외부보건비(경상보건비 대비%)","","","","0","0","2.07792068","1.83156502","1.21768141","1.18225563","1.52539277","1.96446872","3.10074687","3.45015073","2.29398489","3.00763011",".37091264","1.78831458","2.24023581","1.7174983","1.71829891","2.00993466","1.18787313",
"벨리즈","경상(GDP 대비%)","","","","3.92283607","4.58810091","4.65947151","4.56673813","4.43332624","4.43362761","4.51539469","5.23698997","5.59683084","5.69172812","5.59605885","5.61938047","5.33280277","5.55003977","6.10395241","5.81823015","6.04090405","5.70125389","5.69105911",
"벨리즈","공공(경상보건비 대비%)","","","","47.20991135","51.70423889","52.40341949","50.71727753","51.08468628","53.2246933","57.12363815","59.98802948","66.14024353","64.31554413","66.5559845","65.3565979","65.60863495","66.60925293","62.80492401","67.82137299","68.77166748","68.64238739","68.59848785",
"벨리즈","1인당 보건지출(US$)","","","","131.96932983","156.85630798","165.59913635","167.88917542","169.63439941","174.03317261","188.70393372","226.0124054","249.63131714","241.48535156","242.34942627","252.94587708","246.76046753","258.22540283","292.44442749","284.11450195","296.22402954","282.58279419","285.98583984",
"벨리즈","외부보건비(경상보건비 대비%)","","","","6.66401243","6.69717026","6.41883898","7.77071476","7.47913122","7.13128376","7.03953218","9.10397816","5.42210007","5.46548986","2.79598188","4.07242537","2.65624762","2.2962532","9.41334438","2.96015263","1.65855312","1.60646641","2.49287057",
"볼리비아","경상(GDP 대비%)","","","","4.39554119","4.82522202","4.89645052","5.19709635","4.86315727","5.07408142","4.6608758","4.6968894","4.60677242","5.17444515","5.20230532","5.17306805","5.2539444","5.57465124","5.89613628","6.55064964","6.83333063","6.4901948","6.30102587",
"볼리비아","공공(경상보건비 대비%)","","","","55.32917404","54.17406464","53.14351273","53.00777054","52.13727188","54.26985168","56.02086639","59.09320831","58.65034485","61.03662872","58.76804733","58.39107513","57.03056335","58.5225296","62.62419128","65.74084473","64.82120514","68.52770233","71.1684494",
"볼리비아","1인당 보건지출(US$)","","","","43.84843826","45.78475189","44.27474976","47.16543961","47.04486847","52.48216629","56.81023026","64.47034454","79.01570129","90.77088165","101.72988129","121.37858582","137.1217804","162.12197876","181.71205139","198.87557983","210.23809814","217.49468994","223.59788513",
"볼리비아","외부보건비(경상보건비 대비%)","","","","6.25753689","6.40078497","6.96912575","8.92644691","9.21074009","7.6130538","5.74817896","4.57828236","5.93362188","4.00067425","3.59046984","4.65468597","4.42234516","3.52861834","2.66771841","3.0737884","3.23860908","2.30387139","1.87173676",
"브라질","경상(GDP 대비%)","","","","8.33481598","8.5499382","8.70437145","8.19710159","8.13533783","8.04407787","8.25891399","8.20776176","8.01598835","8.40254688","7.94913244","7.78833342","7.73536205","7.97721243","8.39624977","8.87090969","9.20742226","9.46933746","9.51438713",
"브라질","공공(경상보건비 대비%)","","","","41.63555527","41.08930588","42.38710403","42.85684204","42.67026901","41.6314621","42.92739487","42.48596573","43.74353027","44.16326523","45.02125549","44.49915695","43.36180878","44.51945877","44.05274582","42.91173553","42.95980453","41.87918091","41.67183304",
"브라질","1인당 보건지출(US$)","","","","312.53927612","270.18981934","246.94700623","251.4379425","295.52862549","384.93200684","485.59933472","602.68591309","707.49121094","721.76800537","896.69714355","1031.57617188","957.00708008","981.15283203","1017.04711914","781.80999756","801.41131592","935.29919434","848.38885498",
"브라질","외부보건비(경상보건비 대비%)","","","",".31819323",".28357494",".31573337",".19691122",".53066921",".06743924",".10612676",".08170771",".05353876",".14908519",".24594215",".33908296",".12457066",".06794302",".13800363",".08061141",".07404638",".06659373",".08720671",
"칠레","경상(GDP 대비%)","","","","7.03517628","7.15104103","7.26602364","7.33330393","6.90115023","6.58871555","6.03516722","6.17537546","6.74047899","7.20918465","6.77489328","6.7717886","7.0209198","7.44478321","7.80729866","8.30269146","8.51866722","9.06820488","9.14051342",
"칠레","공공(경상보건비 대비%)","","","","35.79472351","36.36408615","37.54184723","38.24768829","39.46642303","39.34249496","41.34890747","42.25885391","43.52520752","46.86124802","47.10449982","47.1574173","47.93561172","47.6493454","47.73588562","48.01672745","49.65286255","50.39948273","50.83834457",
"칠레","1인당 보건지출(US$)","","","","356.96377563","327.13198853","323.06716919","349.98782349","427.51669312","500.64517212","571.20141602","648.55981445","724.70123291","735.97894287","867.73077393","991.20288086","1077.82019043","1179.47265625","1145.40856934","1127.02160645","1171.62304688","1360.17358398","1455.60791016",
"칠레","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0",".02001383",".00104208",".01191935",".01324864",".01022053",".002029",".0015266",".00269315",".00242602",".00141932","0","0","0",
"콜롬비아","경상(GDP 대비%)","","","","5.63529348","5.94238234","5.73295689","5.77505875","5.79892826","6.06709814","6.33551502","6.49102831","6.84192705","7.31134653","7.07130146","6.78076839","6.74599648","7.01724052","7.18553209","7.52338552","7.53117037","7.67864275","7.63980007",
"콜롬비아","공공(경상보건비 대비%)","","","","74.53343964","75.05118561","76.1876297","77.37963104","73.53196716","71.82036591","72.08506775","70.65232086","69.36096191","72.0520401","72.22514343","73.49956512","69.86177826","69.85744476","70.40434265","70.83103943","70.32949066","71.04095459","71.61445618",
"콜롬비아","1인당 보건지출(US$)","","","","132.87971497","136.61053467","130.42552185","128.00614929","157.57557678","207.15899658","237.01751709","305.99179077","374.42697144","379.69586182","448.08776855","497.38070679","543.07000732","576.70123291","583.05889893","464.63497925","442.13824463","489.64459229","513.15869141",
"콜롬비아","외부보건비(경상보건비 대비%)","","","",".01743399",".04688537",".89291531","1.85931981","1.24555624",".94975668",".71166968",".46737194",".06050029",".04858737",".0627301",".15313482",".52623546","0","0","0","0","0","0",
"코스타리카","경상(GDP 대비%)","","","","6.59314299","6.49965191","6.89989567","6.99989271","6.65927315","6.69515944","6.96992493","7.03324175","7.51461315","7.90734673","8.11340141","8.21805191","7.91351128","7.86832047","7.88175106","7.82285929","7.5334692","7.32879639","7.56336021",
"코스타리카","공공(경상보건비 대비%)","","","","64.92300415","65.55662537","66.86169434","66.37474823","66.01708221","63.95664978","66.10926056","66.21092987","67.81954956","70.94270325","72.31500244","70.19308472","70.68045807","71.00035858","71.02149963","72.70618439","73.32389069","73.50926971","72.39395142",
"코스타리카","1인당 보건지출(US$)","","","","248.75341797","256.39358521","277.69869995","289.06826782","292.03182983","311.70877075","362.50491333","427.04202271","515.43334961","534.57446289","660.58642578","749.6449585","784.48297119","825.39324951","831.3001709","883.91546631","878.88891602","861.32006836","909.6730957",
"코스타리카","외부보건비(경상보건비 대비%)","","","","1.1117444","1.26019788",".38723308",".33544725",".23138928",".17699823",".08924607",".09470533",".14018829",".2839157",".21066861",".12927732",".06346241",".03902253",".02410427",".00636806",".02836164",".05353978",".0062117",
"쿠바","경상(GDP 대비%)","","","","6.58189821","6.98209763","7.11481667","7.10295439","6.83178759","8.75525475","8.2719059","10.96749115","11.31422806","12.29053974","10.6880827","11.31298637","9.29940987","10.43099499","12.1412344","12.81401348","12.2177515","11.7113266","11.18745422",
"쿠바","공공(경상보건비 대비%)","","","","83.69687653","81.21707916","80.50538635","79.5318985","80.04375458","84.86508179","85.5968399","90.10673523","90.9694519","91.80177307","90.77864838","88.98712158","86.70360565","87.60780334","90.25088501","90.33050537","89.60745239","89.44213104","88.90524292",
"쿠바","1인당 보건지출(US$)","","","","180.81121826","198.13365173","213.39079285","227.09095764","231.98782349","331.53213501","387.42019653","571.26550293","612.24359131","679.62634277","612.46508789","699.83428955","604.21234131","713.24133301","866.07562256","986.73400879","984.84844971","1000.28955078","986.93731689",
"쿠바","외부보건비(경상보건비 대비%)","","","",".07373916",".07667929",".11725662",".14297515",".35815632",".29124269",".13949481",".1101175",".19303414",".09858166",".03938273",".19650029",".16542237",".12100082",".1102391",".04766417",".10711079",".07520192",".08674135",
"도미니카연방","경상(GDP 대비%)","","","","5.3237443","4.6450181","4.6531105","4.84617901","4.74520159","4.97772503","4.78092194","4.79109907","5.04968786","4.98329306","5.1571188","5.33450365","5.79509926","5.30803347","5.22792864","5.1857729","5.15253305","5.44028521","6.59153605",
"도미니카연방","공공(경상보건비 대비%)","","","","63.11794662","55.34972","51.71868134","55.51453781","53.92622375","56.07521057","56.37023926","52.60811996","51.78384018","53.63093567","57.38660812","59.06954575","60.06042862","61.36354828","61.03230667","62.72329712","64.72163391","68.99613953","64.81179047",
"도미니카연방","1인당 보건지출(US$)","","","","254.78555298","226.96006775","222.09385681","237.35446167","247.45881653","256.73413086","263.91165161","285.24041748","326.64169312","344.11965942","359.22134399","376.95007324","396.81378174","375.10510254","385.15658569","393.93655396","415.88751221","398.70941162","490.81829834",
"도미니카연방","외부보건비(경상보건비 대비%)","","","","2.92069483","2.33869553","5.3938508","3.26837897","4.24863958","2.76499891","2.56881475","3.21309233","2.607939","2.93046021","2.71198344","3.10298872","3.46242237","2.27154613","2.20903039","1.95248163","1.8654002","1.62392199","1.89391005",
"도미니카공화국","경상(GDP 대비%)","","","","4.88427496","4.88183308","4.98649025","4.38888311","4.2877388","4.35391188","3.99365425","4.20732832","4.72506762","5.08706474","5.57939434","5.66508865","5.88521528","5.76407719","5.75102663","5.78464127","5.82759809","5.83058691","5.73298407",
"도미니카공화국","공공(경상보건비 대비%)","","","","35.02082062","34.89286423","33.68210983","26.4282856","26.76638412","31.99626732","35.09866333","40.04420853","44.88470078","45.80552673","45.10139847","48.10536194","46.96027374","48.19800186","42.79041672","40.93559265","45.72493744","46.00228119","44.30707932",
"도미니카공화국","1인당 보건지출(US$)","","","","140.13885498","145.35366821","155.09561157","106.13856506","106.65016174","171.23001099","164.10038757","198.07254028","240.41107178","256.35791016","309.95718384","335.00128174","359.60818481","359.57055664","380.07550049","400.38494873","424.3001709","443.67068481","461.54251099",
"도미니카공화국","외부보건비(경상보건비 대비%)","","","","1.84018743","2.90014863","5.31062317","3.20671272","2.18135619","1.69850194","1.11908674","1.68501306","1.71608663",".87386173",".59345692",".46534389","1.23443663",".51583642","6.36526728","7.41501379",".61746812",".73935825",".94872576",
"에콰도르","경상(GDP 대비%)","","","","3.31528974","3.73755836","4.45758963","5.42486","5.55078459","5.57841349","5.687222","5.8648901","5.81637669","6.4387331","7.12195635","7.86521816","8.47968197","8.55983448","8.62127495","8.58845711","8.29596043","8.25742912","8.13646507",
"에콰도르","공공(경상보건비 대비%)","","","","28.98763466","33.58097839","31.69502258","30.74833488","31.21395111","30.16559792","31.95877457","38.03846741","39.29269028","41.23234558","44.82392502","47.39099884","49.29151154","51.26972198","51.60063934","49.38185883","51.06835938","52.82086563","51.99423599",
"에콰도르","1인당 보건지출(US$)","","","","47.89228439","70.81141663","96.82357788","131.59963989","149.38842773","167.4712677","189.32078552","209.25061035","247.14042664","272.46380615","330.00054932","409.03677368","481.82189941","518.41375732","549.784729","525.99731445","502.74447632","513.07617188","516.24798584",
"에콰도르","외부보건비(경상보건비 대비%)","","","","2.79914689","1.96827614","1.06082261",".5683611","1.18160069",".60463876",".94746947",".95577008",".8152492",".61403084",".7180028",".30276504",".26019356",".12186232",".31223646",".3977403",".3659313",".54339236",".0959975",
"엘살바도르","경상(GDP 대비%)","","","","8.92467785","8.82467365","8.77833939","8.4062252","8.49746799","8.43694401","7.92342138","7.63829565","7.66487646","8.39771748","8.23629189","8.14439964","7.53931999","7.71839237","7.68152761","7.63034058","7.7171073","7.22756004","7.10940361",
"엘살바도르","공공(경상보건비 대비%)","","","","44.18252945","43.43977737","45.60385895","46.26562119","47.26713181","50.35292435","57.5554924","54.34628296","53.98727798","49.65429688","53.95062637","59.76947021","59.90980148","62.66585541","62.20404434","64.29987335","64.47001648","63.7456131","63.85112381",
"엘살바도르","1인당 보건지출(US$)","","","","178.63192749","182.88064575","186.45817566","185.73675537","193.61167908","204.89703369","208.53170776","212.81809998","224.84251404","240.05223083","245.70858765","265.99981689","258.47689819","270.87976074","275.68740845","282.74533081","293.25802612","282.03674316","288.51745605",
"엘살바도르","외부보건비(경상보건비 대비%)","","","","1.19613385","2.20712709","1.71346641","1.61945963","3.12626815","3.08746624","5.52120829","5.88581657","7.04953527","12.63871956","9.083951","5.49194288","3.25552869","4.26872826","4.27423668","2.03768468","2.25034428",".14129609",".20383964",
"그레나다","경상(GDP 대비%)","","","","5.35886383","5.62456989","6.1756978","5.28485727","5.36568451","5.14460278","5.11352158","5.23867893","5.386199","5.43471003","5.41881227","5.80423355","5.82235813","5.62652922","4.77353573","4.64675617","4.44077301","4.59776449","4.46386862",
"그레나다","공공(경상보건비 대비%)","","","","34.71628189","38.21508408","43.90823364","40.89669418","48.35805893","47.05685806","39.97494125","38.34368896","36.44338226","39.93026733","37.95495605","41.62673187","40.99620438","40.49074173","43.84893417","41.6405983","39.76137161","41.06264114","38.19665527",
"그레나다","1인당 보건지출(US$)","","","","270.98391724","283.47583008","322.0144043","300.36419678","308.14840698","341.89974976","340.39715576","377.75787354","421.84429932","396.14376831","393.33410645","423.11541748","433.50952148","438.27972412","399.53253174","422.72177124","427.51272583","466.74960327","474.5328064",
"그레나다","외부보건비(경상보건비 대비%)","","","","1.51755834","1.44483936","1.2671963","1.35368943",".86140984",".70477843","3.23484063","2.11907148","4.20072842","1.3832854","1.21578825",".00870002",".11739743",".23526078",".35380876",".31798393",".28427398",".20425494","3.21536183",
"과테말라","경상(GDP 대비%)","","","","5.69112062","6.40109396","6.34377003","6.47980595","6.5285573","6.36888361","6.59030056","6.35892963","6.2551446","6.38094711","6.14943743","5.93635654","6.01474953","5.68028307","5.80132627","5.85707808","5.83935881","5.81384373","5.70716429",
"과테말라","공공(경상보건비 대비%)","","","","35.44107819","32.64358521","32.3414917","33.17713928","32.32017899","30.5962677","32.47478104","31.9587822","33.77882385","35.6460495","33.65649033","33.43029022","33.36420059","38.37311935","38.00521469","37.93196106","37.68684769","35.84476852","36.00881577",
"과테말라","1인당 보건지출(US$)","","","","83.95554352","100.39343262","107.95598602","113.61289978","122.26273346","132.33413696","148.71377563","158.33392334","174.77886963","168.18478394","173.75178528","189.24290466","198.46655273","196.1355896","213.94274902","229.80619812","241.78253174","259.9125061","259.62017822",
"과테말라","외부보건비(경상보건비 대비%)","","","","2.69831061","1.90615332","2.15235543","2.58997178","3.07541442","2.33605027","3.28337145","2.98863673","2.21389437","3.71946573","2.66473556","3.25614429","4.01598883","2.62795353","2.78953719","1.67751932","1.6469028","1.08229303","1.68230891",
"가이아나","경상(GDP 대비%)","","","","4.19365501","4.02737045","4.21835184","4.2945528","4.72486782","4.97511816","5.21391296","5.54291868","5.58608246","5.70194817","5.86968994","5.5727334","5.15344524","5.23556042","5.31300068","5.36894894","5.14076519","5.65979004","5.93609333",
"가이아나","공공(경상보건비 대비%)","","","","56.76405334","54.11580276","55.1983223","53.7902832","48.76857758","46.73765945","41.2439537","38.81435013","39.30528641","42.27371216","39.6414299","46.98839188","49.51336288","50.3081398","54.90673065","58.76025391","63.00772476","65.18152618","61.87242889",
"가이아나","1인당 보건지출(US$)","","","","63.1490097","60.86844635","65.68416595","68.69402313","79.27994537","87.48361969","101.88665771","129.22839355","143.80787659","154.46517944","176.95066833","190.93255615","195.220047","206.01229858","214.19898987","223.67767334","233.52494812","263.25814819","295.55789185",
"가이아나","외부보건비(경상보건비 대비%)","","","",".14410177",".64622748","1.84935236","5.37533951","13.17721176","14.77970314","19.94489861","23.71521378","21.04946136","20.73952675","23.21743393","14.38727379","9.45792389","9.20237255","5.96169329","4.87912655","4.45284081","4.03166008","3.01819754",
"아이티","경상(GDP 대비%)","","","","6.87873936","6.60283327","5.98888016","5.76704884","5.85191727","5.50935555","5.5010376","5.90158033","6.01590109","6.16915989","8.14559841","10.2313633","9.66829586","7.23788214","7.79763603","8.62852955","8.43686771","8.08468342","7.69460344",
"아이티","공공(경상보건비 대비%)","","","","21.8201313","19.3897686","14.24369812","14.61649799","17.09963417","17.65004158","8.32102871","21.72797203","22.15389252","22.33143044","17.86717796","7.13250399","8.22239304","11.5827713","10.36076069","11.05177689","11.0194788","11.78406811","11.98007584",
"아이티","1인당 보건지출(US$)","","","","29.78231049","26.90669823","21.99154663","18.31630516","23.67709351","24.89042091","28.71922302","37.11300278","39.96041489","40.94065857","54.9171524","75.70629883","73.7585144","58.3646965","64.02371216","67.40187836","59.13440323","62.72842407","64.24588013",
"아이티","외부보건비(경상보건비 대비%)","","","","31.48827553","33.00967407","34.86845779","34.37762833","33.40350342","33.01479721","45.22234726","34.89322662","35.82326126","35.12090683","46.15073395","64.68387604","60.74028778","48.39340591","54.94194794","50.87899399","49.43203735","43.40818024","39.17908859",
"온두라스","경상(GDP 대비%)","","","","6.26817942","5.92998314","6.2445755","6.8900466","6.85484314","7.50086403","7.86318684","8.08494949","8.60362625","8.9959259","8.72536373","8.79187012","8.65655136","8.47723007","7.91455746","7.48378992","7.69098616","7.00069904","7.04958153",
"온두라스","공공(경상보건비 대비%)","","","","48.22546768","42.01053238","40.67726517","37.92595291","35.75970078","38.92585754","41.63786697","41.23646164","38.57394028","44.10110855","42.35993195","44.28755569","39.08074951","41.21319962","40.34410095","39.39133453","39.97731018","40.59086609","40.25920105",
"온두라스","1인당 보건지출(US$)","","","","68.51774597","67.19782257","70.8179245","79.79921722","83.47966766","98.11772919","112.44800568","127.98851013","149.64785767","161.00054932","166.16116333","183.60168457","185.62591553","178.24165344","174.59979248","172.29205322","180.16775513","171.51489258","176.24726868",
"온두라스","외부보건비(경상보건비 대비%)","","","","2.7811141","1.85194314","4.27599144","9.52238274","9.75456238","8.48487282","5.17399549","5.82112026","7.16688108","8.33611298","7.53666019","6.13482237","7.0662961","5.26468992","6.25401831","5.02577019","4.96907139","3.70179677","3.03528953",
"자메이카","경상(GDP 대비%)","","","","5.64462566","5.15652943","4.74544334","4.22014093","4.80435324","4.54581738","4.20788145","5.32057667","5.61143064","5.1465435","5.29506969","5.23800421","4.88512135","4.95499468","5.16615725","5.62562609","5.70750713","6.14377928","6.06135607",
"자메이카","공공(경상보건비 대비%)","","","","56.46753311","46.55213165","58.18743896","48.49776459","51.48247528","49.13597488","47.54182816","50.07468414","52.59539413","57.27661133","57.53090286","59.11744308","56.95797729","59.99071121","59.26104355","63.27166748","63.52197647","66.08901978","64.93937683",
"자메이카","1인당 보건지출(US$)","","","","191.47247314","177.26374817","171.27206421","146.88262939","179.38470459","186.54173279","182.25622559","246.01036072","276.53768921","223.11174011","249.08259583","267.73898315","254.50778198","247.21296692","249.72155762","276.05673218","276.45974731","311.87005615","320.97631836",
"자메이카","외부보건비(경상보건비 대비%)","","","",".24130118",".51798856",".68828028",".71478754","1.82004178","1.36601472","1.60309136","1.8166889","1.60756385","2.43616199","2.18882322","2.26783276","3.24729013","1.01295555","1.41637087","1.40154922","1.57292688","1.43010592","1.49393916",
"니카라과","경상(GDP 대비%)","","","","5.23883677","5.48459768","5.73315907","6.08317614","6.05740356","6.22468948","6.35756493","6.95643044","7.16700697","7.68584394","7.71019173","7.44982004","7.48836899","7.6386919","7.97716141","7.96303225","8.04877567","8.31693268","8.56453705",
"니카라과","공공(경상보건비 대비%)","","","","49.19630814","44.83742523","42.93979645","42.03562164","37.53733826","40.2927475","45.02325821","45.32595444","44.5170784","49.61494827","46.10338974","47.3896904","50.06705093","50.64857101","52.12518692","56.08240509","57.78796768","58.15778351","59.81373215",
"니카라과","1인당 보건지출(US$)","","","","52.80468369","57.04565811","57.37988281","61.17759705","65.40616608","72.34895325","77.98773193","92.37856293","107.45199585","111.01232147","115.95102692","123.3549881","131.83006287","138.38568115","154.28338623","163.22993469","169.6340332","180.3273468","173.76611328",
"니카라과","외부보건비(경상보건비 대비%)","","","","3.39241505","10.60498333","8.49235916","13.73978233","18.59580231","18.38009071","10.95277691","10.9606657","12.73998451","9.82194805","14.19771004","12.6313343","10.10047531","10.08552742","10.27891827","6.24294519","5.21909761","6.03181505","5.41024399",
"파나마","경상(GDP 대비%)","","","","6.9129467","6.8341074","6.96316957","6.61838865","6.99114799","6.09434938","6.45193529","6.92857409","6.84644938","6.99648428","7.08509684","6.59314489","6.56412029","6.65125561","6.92144489","6.8090291","7.31549644","6.89914465","7.26584625",
"파나마","공공(경상보건비 대비%)","","","","67.59046173","66.54934692","65.83443451","65.16718292","66.43269348","62.63678741","65.27211761","67.69883728","67.9318161","67.83079529","66.20127869","65.19909668","60.42858505","62.28668594","62.14904022","62.44992065","64.95343018","63.59411621","63.90228271",
"파나마","1인당 보건지출(US$)","","","","285.20233154","281.0045166","291.9536438","286.98504639","326.21090698","304.47799683","350.74438477","427.22872925","489.81594849","530.07055664","572.6137085","616.99951172","703.82843018","790.77667236","885.66424561","928.09674072","1050.24365234","1046.33679199","1131.66015625",
"파나마","외부보건비(경상보건비 대비%)","","","",".3463555",".38659561",".44574672",".44536436",".21884647",".26339495",".15362532",".12895776",".18336329",".11602466","1.45878398",".51283878",".36231893",".35172573",".73261476",".82860655",".72158158",".49303296",".67385274",
"파라과이","경상(GDP 대비%)","","","","5.50297928","5.04289389","4.19174957","4.2982316","4.23106956","4.08303881","4.23303318","4.17510653","4.16150522","4.46541548","4.62510777","5.05373764","6.54307508","6.0722599","6.64632988","6.74699259","6.72532558","6.65456867","6.65451145",
"파라과이","공공(경상보건비 대비%)","","","","42.24786758","38.62199402","35.00342941","37.92336273","37.76285934","38.83839798","41.62994766","41.57387543","39.00245285","47.54503632","46.11487198","48.76352692","46.3371315","43.59133911","47.69022751","46.84626007","46.8536377","45.46972656","43.75862885",
"파라과이","1인당 보건지출(US$)","","","","91.54776764","78.92408752","54.52845001","58.68876648","71.06072235","75.27656555","96.14305115","124.28643799","168.18203735","161.84889221","200.66429138","268.8555603","339.38284302","361.29684448","405.62231445","364.78915405","357.74761963","378.01821899","400.39273071",
"파라과이","외부보건비(경상보건비 대비%)","","","","3.20671248","1.87785435","1.93345058","1.7263459","1.50685132",".7922464",".62954688",".49941358",".69431037","1.07790709","1.02885985",".93160832",".53119981",".53880608",".34741533",".31991437",".35583493",".28123963",".06299305",
"페루","경상(GDP 대비%)","","","","4.6005969","5.01690674","5.21535921","5.1522069","4.8343029","4.58631945","4.53801537","4.40380144","4.4459281","4.95060587","4.7206192","4.6209321","4.75655174","4.70197392","4.99472809","5.03110838","5.06576538","4.99378443","5.23800182",
"페루","공공(경상보건비 대비%)","","","","50.25932693","52.79110718","54.97980118","55.39733124","56.05122375","54.05977249","49.33509064","46.96631241","47.1957283","50.23819351","51.48907471","52.14894867","53.56421661","56.10329437","60.57286835","61.92190552","62.76795197","63.35170746","62.61496735",
