국가별,항목,데이터값,연도,국가영문
슬로바키아,본인부담(경상보건비 대비%),21.23348236,2004,Slovakia
슬로바키아,1인당 보건지출(US$),511.52987671,2004,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),969.39990234,2004,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2004,Slovakia
슬로베니아,경상(GDP 대비%),7.93957281,2004,Slovenia
슬로베니아,공공(경상보건비 대비%),71.98925018,2004,Slovenia
슬로베니아,본인부담(경상보건비 대비%),12.16907501,2004,Slovenia
슬로베니아,1인당 보건지출(US$),1368.64868164,2004,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),1806.00061035,2004,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2004,Slovenia
스페인,경상(GDP 대비%),7.65912247,2004,Spain
스페인,공공(경상보건비 대비%),71.352211,2004,Spain
스페인,본인부담(경상보건비 대비%),22.15660858,2004,Spain
스페인,1인당 보건지출(US$),1924.4453125,2004,Spain
스페인,1인당 보건지출(PPP)(US$),2018.1529541,2004,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2004,Spain
스웨덴,경상(GDP 대비%),8.12580395,2004,Sweden
스웨덴,공공(경상보건비 대비%),82.72993469,2004,Sweden
스웨덴,본인부담(경상보건비 대비%),16.24256325,2004,Sweden
스웨덴,1인당 보건지출(US$),3486.53540039,2004,Sweden
스웨덴,1인당 보건지출(PPP)(US$),2754.24731445,2004,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2004,Sweden
영국,경상(GDP 대비%),8.48447704,2004,United Kingdom
영국,공공(경상보건비 대비%),80.24002075,2004,United Kingdom
영국,본인부담(경상보건비 대비%),14.58857918,2004,United Kingdom
영국,1인당 보건지출(US$),3429.6472168,2004,United Kingdom
영국,1인당 보건지출(PPP)(US$),2720.83422852,2004,United Kingdom
영국,외부보건비(경상보건비 대비%),0.00763515,2004,United Kingdom
오스트레일리아,경상(GDP 대비%),8.10948753,2004,Australia
오스트레일리아,공공(경상보건비 대비%),71.6871109,2004,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.21869659,2004,Australia
오스트레일리아,1인당 보건지출(US$),2767.13696289,2004,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),2752.94458008,2004,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2004,Australia
뉴질랜드,경상(GDP 대비%),7.90090561,2004,New Zealand
뉴질랜드,공공(경상보건비 대비%),77.03676605,2004,New Zealand
뉴질랜드,본인부담(경상보건비 대비%),14.10670567,2004,New Zealand
뉴질랜드,1인당 보건지출(US$),1983.65881348,2004,New Zealand
뉴질랜드,1인당 보건지출(PPP)(US$),1985.01403809,2004,New Zealand
뉴질랜드,외부보건비(경상보건비 대비%),0.0,2004,New Zealand
한국,경상(GDP 대비%),4.61782169,2005,South Korea
한국,공공(경상보건비 대비%),57.04932404,2005,South Korea
한국,본인부담(경상보건비 대비%),37.73801804,2005,South Korea
한국,1인당 보건지출(US$),886.47064209,2005,South Korea
한국,1인당 보건지출(PPP)(US$),1150.74938965,2005,South Korea
한국,외부보건비(경상보건비 대비%),0.0,2005,South Korea
일본,경상(GDP 대비%),7.78066874,2005,Japan
일본,공공(경상보건비 대비%),81.16796112,2005,Japan
일본,본인부담(경상보건비 대비%),15.67343521,2005,Japan
일본,1인당 보건지출(US$),2883.30004883,2005,Japan
일본,1인당 보건지출(PPP)(US$),2453.00952148,2005,Japan
일본,외부보건비(경상보건비 대비%),0.0,2005,Japan
캐나다,경상(GDP 대비%),9.06438637,2005,Canada
캐나다,공공(경상보건비 대비%),73.03554535,2005,Canada
캐나다,본인부담(경상보건비 대비%),15.36829281,2005,Canada
캐나다,1인당 보건지출(US$),3296.50146484,2005,Canada
캐나다,1인당 보건지출(PPP)(US$),3290.41967773,2005,Canada
캐나다,외부보건비(경상보건비 대비%),0.0,2005,Canada
오스트리아,경상(GDP 대비%),9.62702942,2005,Austria
오스트리아,공공(경상보건비 대비%),72.65168762,2005,Austria
오스트리아,본인부담(경상보건비 대비%),19.18325996,2005,Austria
오스트리아,1인당 보건지출(US$),3710.39794922,2005,Austria
오스트리아,1인당 보건지출(PPP)(US$),3381.65991211,2005,Austria
오스트리아,외부보건비(경상보건비 대비%),0.0,2005,Austria
벨기에,경상(GDP 대비%),9.26218891,2005,Belgium
벨기에,공공(경상보건비 대비%),74.48513794,2005,Belgium
벨기에,본인부담(경상보건비 대비%),20.34589577,2005,Belgium
벨기에,1인당 보건지출(US$),3420.07885742,2005,Belgium
벨기에,1인당 보건지출(PPP)(US$),3082.63745117,2005,Belgium
벨기에,외부보건비(경상보건비 대비%),0.0,2005,Belgium
체코,경상(GDP 대비%),6.38101006,2005,Czech Republic
체코,공공(경상보건비 대비%),85.22625732,2005,Czech Republic
체코,본인부담(경상보건비 대비%),11.09285164,2005,Czech Republic
체코,1인당 보건지출(US$),852.65246582,2005,Czech Republic
체코,1인당 보건지출(PPP)(US$),1402.73718262,2005,Czech Republic
체코,외부보건비(경상보건비 대비%),0.0,2005,Czech Republic
덴마크,경상(GDP 대비%),9.0905695,2005,Denmark
덴마크,공공(경상보건비 대비%),83.74406433,2005,Denmark
덴마크,본인부담(경상보건비 대비%),14.70920753,2005,Denmark
덴마크,1인당 보건지출(US$),4442.75537109,2005,Denmark
덴마크,1인당 보건지출(PPP)(US$),3109.04907227,2005,Denmark
덴마크,외부보건비(경상보건비 대비%),0.0,2005,Denmark
에스토니아,경상(GDP 대비%),5.05801439,2005,Estonia
에스토니아,공공(경상보건비 대비%),74.01464844,2005,Estonia
에스토니아,본인부담(경상보건비 대비%),22.63690186,2005,Estonia
에스토니아,1인당 보건지출(US$),524.68011475,2005,Estonia
에스토니아,1인당 보건지출(PPP)(US$),838.36877441,2005,Estonia
에스토니아,외부보건비(경상보건비 대비%),0.48831528,2005,Estonia
핀란드,경상(GDP 대비%),8.28795624,2005,Finland
핀란드,공공(경상보건비 대비%),77.80792999,2005,Finland
핀란드,본인부담(경상보건비 대비%),19.57610703,2005,Finland
핀란드,1인당 보건지출(US$),3228.95214844,2005,Finland
핀란드,1인당 보건지출(PPP)(US$),2649.95751953,2005,Finland
핀란드,외부보건비(경상보건비 대비%),0.00144986,2005,Finland
프랑스,경상(GDP 대비%),10.2148447,2005,France
프랑스,공공(경상보건비 대비%),72.54794312,2005,France
프랑스,본인부담(경상보건비 대비%),7.36894703,2005,France
프랑스,1인당 보건지출(US$),3575.02514648,2005,France
프랑스,1인당 보건지출(PPP)(US$),3135.5559082,2005,France
프랑스,외부보건비(경상보건비 대비%),0.0,2005,France
독일,경상(GDP 대비%),10.31149673,2005,Germany
독일,공공(경상보건비 대비%),75.67713165,2005,Germany
독일,본인부담(경상보건비 대비%),14.12024975,2005,Germany
독일,1인당 보건지출(US$),3558.19824219,2005,Germany
독일,1인당 보건지출(PPP)(US$),3277.19799805,2005,Germany
독일,외부보건비(경상보건비 대비%),0.0,2005,Germany
그리스,경상(GDP 대비%),8.56466961,2005,Greece
그리스,공공(경상보건비 대비%),60.83423615,2005,Greece
그리스,본인부담(경상보건비 대비%),36.87524414,2005,Greece
그리스,1인당 보건지출(US$),1935.26757813,2005,Greece
그리스,1인당 보건지출(PPP)(US$),2194.10546875,2005,Greece
그리스,외부보건비(경상보건비 대비%),0.0,2005,Greece
헝가리,경상(GDP 대비%),8.00078201,2005,Hungary
헝가리,공공(경상보건비 대비%),70.15788269,2005,Hungary
헝가리,본인부담(경상보건비 대비%),25.80142593,2005,Hungary
헝가리,1인당 보건지출(US$),895.20330811,2005,Hungary
헝가리,1인당 보건지출(PPP)(US$),1364.59936523,2005,Hungary
헝가리,외부보건비(경상보건비 대비%),0.0,2005,Hungary
아이슬란드,경상(GDP 대비%),9.14713573,2005,Iceland
아이슬란드,공공(경상보건비 대비%),81.36404419,2005,Iceland
아이슬란드,본인부담(경상보건비 대비%),17.24506378,2005,Iceland
아이슬란드,1인당 보건지출(US$),5213.47558594,2005,Iceland
아이슬란드,1인당 보건지출(PPP)(US$),3426.03393555,2005,Iceland
아이슬란드,외부보건비(경상보건비 대비%),0.0,2005,Iceland
아일랜드,경상(GDP 대비%),7.64780617,2005,Ireland
아일랜드,공공(경상보건비 대비%),78.8682785,2005,Ireland
아일랜드,본인부담(경상보건비 대비%),13.55300426,2005,Ireland
아일랜드,1인당 보건지출(US$),3938.19116211,2005,Ireland
아일랜드,1인당 보건지출(PPP)(US$),3128.88818359,2005,Ireland
아일랜드,외부보건비(경상보건비 대비%),0.0,2005,Ireland
이탈리아,경상(GDP 대비%),8.33931828,2005,Italy
이탈리아,공공(경상보건비 대비%),77.4885788,2005,Italy
이탈리아,본인부담(경상보건비 대비%),21.60582542,2005,Italy
이탈리아,1인당 보건지출(US$),2677.55224609,2005,Italy
이탈리아,1인당 보건지출(PPP)(US$),2516.80322266,2005,Italy
이탈리아,외부보건비(경상보건비 대비%),0.0,2005,Italy
라트비아,경상(GDP 대비%),5.86492682,2005,Latvia
라트비아,공공(경상보건비 대비%),55.69818497,2005,Latvia
라트비아,본인부담(경상보건비 대비%),41.69103241,2005,Latvia
라트비아,1인당 보건지출(US$),440.80975342,2005,Latvia
라트비아,1인당 보건지출(PPP)(US$),807.58197021,2005,Latvia
라트비아,외부보건비(경상보건비 대비%),0.31461379,2005,Latvia
룩셈부르크,경상(GDP 대비%),7.18256855,2005,Luxembourg
룩셈부르크,공공(경상보건비 대비%),84.14559174,2005,Luxembourg
룩셈부르크,본인부담(경상보건비 대비%),12.92818832,2005,Luxembourg
룩셈부르크,1인당 보건지출(US$),5818.14599609,2005,Luxembourg
룩셈부르크,1인당 보건지출(PPP)(US$),4941.68310547,2005,Luxembourg
룩셈부르크,외부보건비(경상보건비 대비%),0.0,2005,Luxembourg
네덜란드,경상(GDP 대비%),9.09666824,2005,Netherlands
네덜란드,공공(경상보건비 대비%),68.42273712,2005,Netherlands
네덜란드,본인부담(경상보건비 대비%),9.88585567,2005,Netherlands
네덜란드,1인당 보건지출(US$),3823.48095703,2005,Netherlands
네덜란드,1인당 보건지출(PPP)(US$),3425.68286133,2005,Netherlands
네덜란드,외부보건비(경상보건비 대비%),0.0,2005,Netherlands
노르웨이,경상(GDP 대비%),8.32839584,2005,Norway
노르웨이,공공(경상보건비 대비%),83.05115509,2005,Norway
노르웨이,본인부담(경상보건비 대비%),16.71413231,2005,Norway
노르웨이,1인당 보건지출(US$),5584.68945313,2005,Norway
노르웨이,1인당 보건지출(PPP)(US$),3995.39672852,2005,Norway
노르웨이,외부보건비(경상보건비 대비%),0.0,2005,Norway
포르투갈,경상(GDP 대비%),9.43935204,2005,Portugal
포르투갈,공공(경상보건비 대비%),71.25007629,2005,Portugal
포르투갈,본인부담(경상보건비 대비%),23.30962753,2005,Portugal
포르투갈,1인당 보건지출(US$),1774.18530273,2005,Portugal
포르투갈,1인당 보건지출(PPP)(US$),2146.88867188,2005,Portugal
포르투갈,외부보건비(경상보건비 대비%),0.02004503,2005,Portugal
슬로바키아,경상(GDP 대비%),6.58870029,2005,Slovakia
슬로바키아,공공(경상보건비 대비%),74.3661499,2005,Slovakia
슬로바키아,본인부담(경상보건비 대비%),23.60951996,2005,Slovakia
슬로바키아,1인당 보건지출(US$),601.31323242,2005,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),1096.34472656,2005,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2005,Slovakia
슬로베니아,경상(GDP 대비%),7.99595737,2005,Slovenia
슬로베니아,공공(경상보건비 대비%),72.22161865,2005,Slovenia
슬로베니아,본인부담(경상보건비 대비%),13.0193758,2005,Slovenia
슬로베니아,1인당 보건지출(US$),1449.18920898,2005,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),1910.00292969,2005,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2005,Slovenia
스페인,경상(GDP 대비%),7.73195314,2005,Spain
스페인,공공(경상보건비 대비%),71.55554199,2005,Spain
스페인,본인부담(경상보건비 대비%),21.76430702,2005,Spain
스페인,1인당 보건지출(US$),2060.33081055,2005,Spain
스페인,1인당 보건지출(PPP)(US$),2152.14648438,2005,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2005,Spain
스웨덴,경상(GDP 대비%),8.14698315,2005,Sweden
스웨덴,공공(경상보건비 대비%),82.33170319,2005,Sweden
스웨덴,본인부담(경상보건비 대비%),16.59624481,2005,Sweden
스웨덴,1인당 보건지출(US$),3545.95507813,2005,Sweden
스웨덴,1인당 보건지출(PPP)(US$),2795.51928711,2005,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2005,Sweden
영국,경상(GDP 대비%),8.53398705,2005,United Kingdom
영국,공공(경상보건비 대비%),81.34312439,2005,United Kingdom
영국,본인부담(경상보건비 대비%),13.3109169,2005,United Kingdom
영국,1인당 보건지출(US$),3599.93408203,2005,United Kingdom
영국,1인당 보건지출(PPP)(US$),2798.05444336,2005,United Kingdom
영국,외부보건비(경상보건비 대비%),0.00784674,2005,United Kingdom
오스트레일리아,경상(GDP 대비%),7.99008226,2005,Australia
오스트레일리아,공공(경상보건비 대비%),71.83748627,2005,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.64301491,2005,Australia
오스트레일리아,1인당 보건지출(US$),3013.08764648,2005,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),2841.89135742,2005,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2005,Australia
뉴질랜드,경상(GDP 대비%),8.27334881,2005,New Zealand
뉴질랜드,공공(경상보건비 대비%),76.9478302,2005,New Zealand
뉴질랜드,본인부담(경상보건비 대비%),14.07014275,2005,New Zealand
뉴질랜드,1인당 보건지출(US$),2295.17797852,2005,New Zealand
뉴질랜드,1인당 보건지출(PPP)(US$),2123.63500977,2005,New Zealand
뉴질랜드,외부보건비(경상보건비 대비%),0.0,2005,New Zealand
한국,경상(GDP 대비%),4.94396782,2006,South Korea
한국,공공(경상보건비 대비%),59.00263977,2006,South Korea
한국,본인부담(경상보건비 대비%),35.73993301,2006,South Korea
한국,1인당 보건지출(US$),1065.26647949,2006,South Korea
한국,1인당 보건지출(PPP)(US$),1316.81884766,2006,South Korea
한국,외부보건비(경상보건비 대비%),0.0,2006,South Korea
일본,경상(GDP 대비%),7.80784273,2006,Japan
일본,공공(경상보건비 대비%),80.3215332,2006,Japan
일본,본인부담(경상보건비 대비%),16.42206764,2006,Japan
일본,1인당 보건지출(US$),2754.37744141,2006,Japan
일본,1인당 보건지출(PPP)(US$),2572.18847656,2006,Japan
일본,외부보건비(경상보건비 대비%),0.0,2006,Japan
캐나다,경상(GDP 대비%),9.34515572,2006,Canada
캐나다,공공(경상보건비 대비%),72.70279694,2006,Canada
캐나다,본인부담(경상보건비 대비%),15.65555382,2006,Canada
캐나다,1인당 보건지출(US$),3778.27148438,2006,Canada
캐나다,1인당 보건지출(PPP)(US$),3554.80078125,2006,Canada
캐나다,외부보건비(경상보건비 대비%),0.0,2006,Canada
오스트리아,경상(GDP 대비%),9.5311327,2006,Austria
오스트리아,공공(경상보건비 대비%),72.8501358,2006,Austria
오스트리아,본인부담(경상보건비 대비%),18.80627632,2006,Austria
오스트리아,1인당 보건지출(US$),3882.98193359,2006,Austria
오스트리아,1인당 보건지출(PPP)(US$),3591.53173828,2006,Austria
오스트리아,외부보건비(경상보건비 대비%),0.0,2006,Austria
벨기에,경상(GDP 대비%),9.16210842,2006,Belgium
벨기에,공공(경상보건비 대비%),74.31516266,2006,Belgium
벨기에,본인부담(경상보건비 대비%),20.49579811,2006,Belgium
벨기에,1인당 보건지출(US$),3558.54248047,2006,Belgium
벨기에,1인당 보건지출(PPP)(US$),3237.81542969,2006,Belgium
벨기에,외부보건비(경상보건비 대비%),0.0,2006,Belgium
체코,경상(GDP 대비%),6.19553137,2006,Czech Republic
체코,공공(경상보건비 대비%),85.50295258,2006,Czech Republic
체코,본인부담(경상보건비 대비%),11.64602375,2006,Czech Republic
체코,1인당 보건지출(US$),942.11804199,2006,Czech Republic
체코,1인당 보건지출(PPP)(US$),1475.28820801,2006,Czech Republic
체코,외부보건비(경상보건비 대비%),0.0,2006,Czech Republic
덴마크,경상(GDP 대비%),9.16879559,2006,Denmark
덴마크,공공(경상보건비 대비%),83.87025452,2006,Denmark
덴마크,본인부담(경상보건비 대비%),14.52643013,2006,Denmark
덴마크,1인당 보건지출(US$),4778.89160156,2006,Denmark
덴마크,1인당 보건지출(PPP)(US$),3425.16699219,2006,Denmark
덴마크,외부보건비(경상보건비 대비%),0.0,2006,Denmark
에스토니아,경상(GDP 대비%),4.76530361,2006,Estonia
에스토니아,공공(경상보건비 대비%),74.75247192,2006,Estonia
에스토니아,본인부담(경상보건비 대비%),23.16620255,2006,Estonia
에스토니아,1인당 보건지출(US$),600.50787354,2006,Estonia
에스토니아,1인당 보건지출(PPP)(US$),917.68505859,2006,Estonia
에스토니아,외부보건비(경상보건비 대비%),0.66522276,2006,Estonia
핀란드,경상(GDP 대비%),8.2841177,2006,Finland
핀란드,공공(경상보건비 대비%),78.74399567,2006,Finland
핀란드,본인부담(경상보건비 대비%),18.81658745,2006,Finland
핀란드,1인당 보건지출(US$),3407.66552734,2006,Finland
핀란드,1인당 보건지출(PPP)(US$),2844.7980957,2006,Finland
핀란드,외부보건비(경상보건비 대비%),0.00142368,2006,Finland
프랑스,경상(GDP 대비%),10.39308834,2006,France
프랑스,공공(경상보건비 대비%),71.2859726,2006,France
프랑스,본인부담(경상보건비 대비%),9.3506012,2006,France
프랑스,1인당 보건지출(US$),3814.27636719,2006,France
프랑스,1인당 보건지출(PPP)(US$),3391.29711914,2006,France
프랑스,외부보건비(경상보건비 대비%),0.0,2006,France
독일,경상(GDP 대비%),10.17961693,2006,Germany
독일,공공(경상보건비 대비%),75.24259949,2006,Germany
독일,본인부담(경상보건비 대비%),14.50706673,2006,Germany
독일,1인당 보건지출(US$),3697.92163086,2006,Germany
독일,1인당 보건지출(PPP)(US$),3471.18798828,2006,Germany
독일,외부보건비(경상보건비 대비%),0.0,2006,Germany
그리스,경상(GDP 대비%),8.25866985,2006,Greece
그리스,공공(경상보건비 대비%),61.60876846,2006,Greece
그리스,본인부담(경상보건비 대비%),36.0451088,2006,Greece
그리스,1인당 보건지출(US$),2052.87548828,2006,Greece
그리스,1인당 보건지출(PPP)(US$),2358.68310547,2006,Greece
그리스,외부보건비(경상보건비 대비%),0.0,2006,Greece
헝가리,경상(GDP 대비%),7.78737354,2006,Hungary
헝가리,공공(경상보건비 대비%),70.35379028,2006,Hungary
헝가리,본인부담(경상보건비 대비%),25.04640579,2006,Hungary
헝가리,1인당 보건지출(US$),893.20300293,2006,Hungary
헝가리,1인당 보건지출(PPP)(US$),1427.43591309,2006,Hungary
헝가리,외부보건비(경상보건비 대비%),0.0,2006,Hungary
아이슬란드,경상(GDP 대비%),8.82959843,2006,Iceland
아이슬란드,공공(경상보건비 대비%),81.95378876,2006,Iceland
아이슬란드,본인부담(경상보건비 대비%),16.60773849,2006,Iceland
아이슬란드,1인당 보건지출(US$),5071.86962891,2006,Iceland
아이슬란드,1인당 보건지출(PPP)(US$),3498.62109375,2006,Iceland
아이슬란드,외부보건비(경상보건비 대비%),0.0,2006,Iceland
아일랜드,경상(GDP 대비%),7.5133214,2006,Ireland
아일랜드,공공(경상보건비 대비%),77.82578278,2006,Ireland
아일랜드,본인부담(경상보건비 대비%),13.92956257,2006,Ireland
아일랜드,1인당 보건지출(US$),4147.13232422,2006,Ireland
아일랜드,1인당 보건지출(PPP)(US$),3372.33935547,2006,Ireland
아일랜드,외부보건비(경상보건비 대비%),0.0,2006,Ireland
이탈리아,경상(GDP 대비%),8.43673038,2006,Italy
이탈리아,공공(경상보건비 대비%),77.75046539,2006,Italy
이탈리아,본인부담(경상보건비 대비%),21.31744385,2006,Italy
이탈리아,1인당 보건지출(US$),2832.69775391,2006,Italy
이탈리아,1인당 보건지출(PPP)(US$),2738.93994141,2006,Italy
이탈리아,외부보건비(경상보건비 대비%),0.0,2006,Italy
라트비아,경상(GDP 대비%),5.7398572,2006,Latvia
라트비아,공공(경상보건비 대비%),61.53560257,2006,Latvia
라트비아,본인부담(경상보건비 대비%),35.59818268,2006,Latvia
라트비아,1인당 보건지출(US$),552.30157471,2006,Latvia
라트비아,1인당 보건지출(PPP)(US$),899.73242188,2006,Latvia
라트비아,외부보건비(경상보건비 대비%),0.0,2006,Latvia
룩셈부르크,경상(GDP 대비%),6.70838261,2006,Luxembourg
룩셈부르크,공공(경상보건비 대비%),83.77574921,2006,Luxembourg
룩셈부르크,본인부담(경상보건비 대비%),13.37627888,2006,Luxembourg
룩셈부르크,1인당 보건지출(US$),6070.73583984,2006,Luxembourg
룩셈부르크,1인당 보건지출(PPP)(US$),5268.86181641,2006,Luxembourg
룩셈부르크,외부보건비(경상보건비 대비%),0.0,2006,Luxembourg
네덜란드,경상(GDP 대비%),9.08055115,2006,Netherlands
네덜란드,공공(경상보건비 대비%),70.13187408,2006,Netherlands
네덜란드,본인부담(경상보건비 대비%),8.32705307,2006,Netherlands
네덜란드,1인당 보건지출(US$),4080.21972656,2006,Netherlands
네덜란드,1인당 보건지출(PPP)(US$),3723.125,2006,Netherlands
네덜란드,외부보건비(경상보건비 대비%),0.0,2006,Netherlands
노르웨이,경상(GDP 대비%),7.91272211,2006,Norway
노르웨이,공공(경상보건비 대비%),83.34160614,2006,Norway
노르웨이,본인부담(경상보건비 대비%),16.45254898,2006,Norway
노르웨이,1인당 보건지출(US$),5892.98730469,2006,Norway
노르웨이,1인당 보건지출(PPP)(US$),4299.27099609,2006,Norway
노르웨이,외부보건비(경상보건비 대비%),0.0,2006,Norway
포르투갈,경상(GDP 대비%),9.1355257,2006,Portugal
포르투갈,공공(경상보건비 대비%),69.1112442,2006,Portugal
포르투갈,본인부담(경상보건비 대비%),25.13370514,2006,Portugal
포르투갈,1인당 보건지출(US$),1814.21362305,2006,Portugal
포르투갈,1인당 보건지출(PPP)(US$),2254.38330078,2006,Portugal
포르투갈,외부보건비(경상보건비 대비%),0.02172668,2006,Portugal
슬로바키아,경상(GDP 대비%),6.85076714,2006,Slovakia
슬로바키아,공공(경상보건비 대비%),69.11797333,2006,Slovakia
슬로바키아,본인부담(경상보건비 대비%),26.58822823,2006,Slovakia
슬로바키아,1인당 보건지출(US$),729.01324463,2006,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),1294.22521973,2006,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2006,Slovakia
슬로베니아,경상(GDP 대비%),7.82322741,2006,Slovenia
슬로베니아,공공(경상보건비 대비%),71.74246216,2006,Slovenia
슬로베니아,본인부담(경상보건비 대비%),12.27804375,2006,Slovenia
슬로베니아,1인당 보건지출(US$),1541.66430664,2006,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),2013.59802246,2006,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2006,Slovenia
스페인,경상(GDP 대비%),7.82912683,2006,Spain
스페인,공공(경상보건비 대비%),72.09996033,2006,Spain
스페인,본인부담(경상보건비 대비%),21.02454376,2006,Spain
스페인,1인당 보건지출(US$),2242.17822266,2006,Spain
스페인,1인당 보건지출(PPP)(US$),2423.77734375,2006,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2006,Spain
스웨덴,경상(GDP 대비%),8.04736423,2006,Sweden
스웨덴,공공(경상보건비 대비%),82.40689087,2006,Sweden
스웨덴,본인부담(경상보건비 대비%),16.49125099,2006,Sweden
스웨덴,1인당 보건지출(US$),3763.10546875,2006,Sweden
스웨덴,1인당 보건지출(PPP)(US$),3044.11352539,2006,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2006,Sweden
영국,경상(GDP 대비%),8.69737816,2006,United Kingdom
영국,공공(경상보건비 대비%),82.12065125,2006,United Kingdom
영국,본인부담(경상보건비 대비%),12.6406002,2006,United Kingdom
영국,1인당 보건지출(US$),3893.58862305,2006,United Kingdom
영국,1인당 보건지출(PPP)(US$),3035.11376953,2006,United Kingdom
영국,외부보건비(경상보건비 대비%),0.00805211,2006,United Kingdom
오스트레일리아,경상(GDP 대비%),7.98943853,2006,Australia
오스트레일리아,공공(경상보건비 대비%),71.6663208,2006,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.74942017,2006,Australia
오스트레일리아,1인당 보건지출(US$),3184.80761719,2006,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),3012.49291992,2006,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2006,Australia
뉴질랜드,경상(GDP 대비%),8.63299561,2006,New Zealand
뉴질랜드,공공(경상보건비 대비%),77.2213974,2006,New Zealand
뉴질랜드,본인부담(경상보건비 대비%),13.83843422,2006,New Zealand
뉴질랜드,1인당 보건지출(US$),2301.8918457,2006,New Zealand
뉴질랜드,1인당 보건지출(PPP)(US$),2395.62402344,2006,New Zealand
뉴질랜드,외부보건비(경상보건비 대비%),0.0,2006,New Zealand
한국,경상(GDP 대비%),5.11490726,2007,South Korea
한국,공공(경상보건비 대비%),58.94402313,2007,South Korea
한국,본인부담(경상보건비 대비%),35.77014542,2007,South Korea
한국,1인당 보건지출(US$),1223.17443848,2007,South Korea
한국,1인당 보건지출(PPP)(US$),1475.73522949,2007,South Korea
한국,외부보건비(경상보건비 대비%),0.0,2007,South Korea
일본,경상(GDP 대비%),7.89046049,2007,Japan
일본,공공(경상보건비 대비%),81.24928284,2007,Japan
일본,본인부담(경상보건비 대비%),15.51505756,2007,Japan
일본,1인당 보건지출(US$),2772.69702148,2007,Japan
일본,1인당 보건지출(PPP)(US$),2711.88183594,2007,Japan
일본,외부보건비(경상보건비 대비%),0.0,2007,Japan
캐나다,경상(GDP 대비%),9.43898201,2007,Canada
캐나다,공공(경상보건비 대비%),72.9079895,2007,Canada
캐나다,본인부담(경상보건비 대비%),15.36362934,2007,Canada
캐나다,1인당 보건지출(US$),4199.28808594,2007,Canada
캐나다,1인당 보건지출(PPP)(US$),3717.99462891,2007,Canada
캐나다,외부보건비(경상보건비 대비%),0.0,2007,Canada
오스트리아,경상(GDP 대비%),9.53209686,2007,Austria
오스트리아,공공(경상보건비 대비%),72.79901123,2007,Austria
오스트리아,본인부담(경상보건비 대비%),18.80613899,2007,Austria
오스트리아,1인당 보건지출(US$),4478.76855469,2007,Austria
오스트리아,1인당 보건지출(PPP)(US$),3760.33056641,2007,Austria
오스트리아,외부보건비(경상보건비 대비%),0.0,2007,Austria
벨기에,경상(GDP 대비%),9.16709423,2007,Belgium
벨기에,공공(경상보건비 대비%),73.92812347,2007,Belgium
벨기에,본인부담(경상보건비 대비%),20.83730316,2007,Belgium
벨기에,1인당 보건지출(US$),4078.58325195,2007,Belgium
벨기에,1인당 보건지출(PPP)(US$),3382.28417969,2007,Belgium
벨기에,외부보건비(경상보건비 대비%),0.0,2007,Belgium
체코,경상(GDP 대비%),6.01604843,2007,Czech Republic
체코,공공(경상보건비 대비%),83.79242706,2007,Czech Republic
체코,본인부담(경상보건비 대비%),13.63102531,2007,Czech Republic
체코,1인당 보건지출(US$),1110.17663574,2007,Czech Republic
체코,1인당 보건지출(PPP)(US$),1578.52148438,2007,Czech Republic
체코,외부보건비(경상보건비 대비%),0.0,2007,Czech Republic
덴마크,경상(GDP 대비%),9.3251543,2007,Denmark
덴마크,공공(경상보건비 대비%),83.7082901,2007,Denmark
덴마크,본인부담(경상보건비 대비%),14.56182575,2007,Denmark
덴마크,1인당 보건지출(US$),5468.37939453,2007,Denmark
덴마크,1인당 보건지출(PPP)(US$),3643.18432617,2007,Denmark
덴마크,외부보건비(경상보건비 대비%),0.0,2007,Denmark
에스토니아,경상(GDP 대비%),4.98330879,2007,Estonia
